conversation_root_id,tweet_id,customer_message,intent,context
1553806,1553806,アマゾンプライムに重版出来のドラマあるじゃん！！最高か！！,Other/Unclear/non-substantive,"CUSTOMER: アマゾンプライムに重版出来のドラマあるじゃん！！最高か！！
AmazonHelp: @480666 ( *• ̀ω•́ )b https://t.co/ayr91cqiSP SK
CUSTOMER: @AmazonHelp thanks!"
225252,225252,@115850 @123644 need help for getting deal.I have already cancelled order but now again order same thing shows already claim this deal https://t.co/8QhMuUhmw5,Delivery and order fulfillment,"CUSTOMER: @115850 @123644 need help for getting deal.I have already cancelled order but now again order same thing shows already claim this deal https://t.co/8QhMuUhmw5
AmazonHelp: @169807 Let me help you out. Please reach us via https://t.co/r8OjOjMdND and we'll look into this for you. ^VM
CUSTOMER: @115850 @123644 Order no-4__credit_card__
AmazonHelp: @169807 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
385919,385919,@AmazonHelp Just tweeting this so I can fill the URL on Amazon Support for Twitter page.,Customer service escalation and feedback,"CUSTOMER: @AmazonHelp Just tweeting this so I can fill the URL on Amazon Support for Twitter page.
AmazonHelp: @207365 Sure. We'll look into it and get in touch with you as soon as we receive your details. ^NS"
2882655,2882655,"Hey @115821, Please get in contact with me because I have a complain. Thanks.",Other/Unclear/non-substantive,"CUSTOMER: Hey @115821, Please get in contact with me because I have a complain. Thanks.
AmazonHelp: @799770 Hello Edward! Without posting any account information can you tell us more about the issue you're having? We'll be glad to help!^CN
CUSTOMER: @AmazonHelp Thanks for repling, I recently looked at my credit card bills and I have been seen that there is a charge on there that I was not aware of. I would like to have charges back to that credit card. Please.
AmazonHelp: @799770 Hello that doesn't sound good, please get in touch with us here:  https://t.co/hApLpMlfHN and we will investigate this for you. ^HS"
1498515,1498515,"When you place an order through @115850 and things go missing. Oh, @61395 ..I hope the customer service steps up",Delivery and order fulfillment,"CUSTOMER: When you place an order through @115850 and things go missing. Oh, @61395 ..I hope the customer service steps up
AmazonHelp: @467928 I'm sorry about the unpleasant experience. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^GD
CUSTOMER: @AmazonHelp Yes :(
AmazonHelp: @467928 Please let us know if your query is resolved? ^BS"
811628,811628,. @115821 unwilling to provide support for a new product purch. Very poor #CustomerExperience &amp; #custserv,Customer service escalation and feedback,"CUSTOMER: . @115821 unwilling to provide support for a new product purch. Very poor #CustomerExperience &amp; #custserv
AmazonHelp: @313380 I'm sorry for the poor experience! Can you tell us more about the problem? When we spoke, what insight were we able to offer? ^WT"
130747,130747,1/ @115850 Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email: http://t.co/6YtfYm0aLN,"Pricing, offers, and product availability","CUSTOMER: 1/ @115850 Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email: http://t.co/6YtfYm0aLN
AmazonHelp: @145514 Our customers' security is our utmost important concern &amp; we take all necessary steps to safe guard their info. I assure you. ^AN
CUSTOMER: @115850 @AmazonHelp ur __email__ seems not working so attaching the proof of mail sent here: #BTSOfferSCAM http://t.co/PFHFyLowFj
CUSTOMER: @145514 @115850 @AmazonHelp  https://t.co/iVeZgEFtAo"
1688875,1688875,"Never been so pissed off with a company before, @115830 you are very very poor and your customer service is shocking!",Customer service escalation and feedback,"CUSTOMER: Never been so pissed off with a company before, @115830 you are very very poor and your customer service is shocking!
AmazonHelp: @155877 I'm sorry that you've had a negative experience with us! We'd like to help. Would you mind sharing with us what's happening? Please don't share any specific account details here as our page is public. ^SM
CUSTOMER: @AmazonHelp Can you look back on my tweets as I went over all of this last night. Had someone email this morning from your twitter team to say it’s resolved... it’s not!
AmazonHelp: @155877 I'm so sorry about the troubles with this order, Amy! This isn't the level of service we expect for our customers when shopping with us! Can you tell me the status of the order? You can see that here: https://t.co/aaDyEz1VgE ^FR
CUSTOMER: @AmazonHelp There isn’t a status, you are asking for my payment details again, this will be the 7th time in 24 hours. Have spoke with bank, payment has left my account. I have tried to cancel order numerous times but there’s a technical fault
AmazonHelp: @155877 Hey Amy. Very sorry for the poor experience. Please forward your details - https://t.co/tkLCr7DNil we'd like a specialist to investigate further. ^TP
CUSTOMER: @AmazonHelp So far I have been told issue is solved and order ready to dispatch, that my order has been cancelled (at my request) and lastly via email that order is on way and there will be no further delay..... app still shows order in red and needing payment details again!"
919457,919457,False Information on @115850 website lead a blast in my kitchen and amazon doesn't want to take responsibility. @115851 @120320 @146956 https://t.co/tgEgimXGAK,Other/Unclear/non-substantive,"CUSTOMER: False Information on @115850 website lead a blast in my kitchen and amazon doesn't want to take responsibility. @115851 @120320 @146956 https://t.co/tgEgimXGAK
AmazonHelp: @338252 Apologies for the ordeal Chitransh. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
CUSTOMER: @AmazonHelp Every thing has been shared already email was sent at cs reply. Pls check internally n confirm how do u plan to compensate for the damages
AmazonHelp: @338252 If you have shared your details, our team will surely get back to you with an update soon. Request you to wait. ^NK
CUSTOMER: @AmazonHelp Yes, they came back saying we r nt responsible even if u wud hv died in the blast because of false information on amazon website @115851
AmazonHelp: @338252 I'm sorry to know this, Chitransh. You will receive an update from the social media team shortly. Appreciate your patience. ^MP
CUSTOMER: @AmazonHelp I will wait for it. In case i dont get a resolution for this i am going to file a case against ur company for false information n negligence
AmazonHelp: @338252 Thanks for understanding, Chitransh. Our team will surely get back to you once they have an update. ^NK"
1519185,1519185,"acabei de ter a pior primeira experiência com a @117086 @115821 e a @60776 @213709 , primeira vez de NUNCA MAIS!",Other/Unclear/non-substantive,"CUSTOMER: acabei de ter a pior primeira experiência com a @117086 @115821 e a @60776 @213709 , primeira vez de NUNCA MAIS!
AmazonHelp: @472361 Olá Vicentino, o que aconteceu? Como podemos ajudar? ^LG
CUSTOMER: @AmazonHelp e desejo a resolução do problema!
AmazonHelp: @472361 Vicentino, por este meio não temos acesso à conta. O que aconteceu? ^LG
CUSTOMER: @AmazonHelp + e agora eu não sei o que fazer, estou perdido
AmazonHelp: @472361 Entendi. No caso, Vicentino, você tentou entrar em contato com o vendedor externo para mais detalhes? ^LG
CUSTOMER: @AmazonHelp + fiz a revisão do pagamento, falou que ia me enviar um email e até agora não recebi esse email e agora eu nem consigo o cancelar +
CUSTOMER: @AmazonHelp Fui fazer uma compra de um Razer, passei todos os meus dados para o cadastro e agora está pedindo para a ""Revisão de pagamento necessária.""+"
513557,513557,"@115830 sometimes I appreciate a company going the extra mile but not one who rings my doorbell at 23:35 and when I open the door find nobody there until a man shouts across the cul-de-sac ""I'VE LEFT A PARCEL ON YOUR DOORSTEP"" WTF?",Delivery and order fulfillment,"CUSTOMER: @115830 sometimes I appreciate a company going the extra mile but not one who rings my doorbell at 23:35 and when I open the door find nobody there until a man shouts across the cul-de-sac ""I'VE LEFT A PARCEL ON YOUR DOORSTEP"" WTF?
AmazonHelp: @238195 This definitely isn't in line with what we want for our customers. Please allow us to look into this further. Use this link in order for us to do so: https://t.co/JzP7hlA23B ^DO
CUSTOMER: @AmazonHelp The neighbours must love me!
CUSTOMER: @AmazonHelp Email me. I don't click links in Twitter feeds.
AmazonHelp: @238195 We're unable to access your account information via Twitter in order to send you an e-mail, but you can contact us directly by phone with this number: 0 800 279 7234. ^CC
CUSTOMER: @AmazonHelp PM me?
AmazonHelp: @238195 We'd love to look into this and escalate your feedback, but we're unable to do so via Twitter or PM. Please call, chat or e-mail us at the link ^DO provided, or you can avoid clicking a link by calling us directly at the phone number in the last message. ^CC"
2230524,2230524,Come on @115830 -You do this with at least half of my next-day orders.  Just be honest in the first place if you're not going to deliver! https://t.co/Rivjqz23Tk,Delivery and order fulfillment,"CUSTOMER: Come on @115830 -You do this with at least half of my next-day orders.  Just be honest in the first place if you're not going to deliver! https://t.co/Rivjqz23Tk
AmazonHelp: @650916 We're always looking for ways to improve! If you'd like, you can reach us here: https://t.co/JzP7hlA23B ^KP"
2458400,2458400,"@AmazonHelp @115850 
Order # 404-4602092-1412360 You guys promise next day delivery on amazon prime but it fails everytime ! Can you please explain ? And when i am getting this pakage ?",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp @115850  Order # 404-4602092-1412360 You guys promise next day delivery on amazon prime but it fails everytime ! Can you please explain ? And when i am getting this pakage ?
AmazonHelp: @704096 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^SI"
281387,281387,"@14238 
@115821 
 puchased TV fm Amazon but instalalation is pending. Please arrange d same asap
Amazon Order number 171-7122932-3296367",Delivery and order fulfillment,"CUSTOMER: @14238  @115821   puchased TV fm Amazon but instalalation is pending. Please arrange d same asap Amazon Order number 171-7122932-3296367
AmazonHelp: @183042 Apologies for the delay in installation. Kindly request you to go through this link here: https://t.co/ZxcOAGyDQB. ^OS"
74804,74804,@AmazonHelp i had sol my nokia luma on 22nd september nd its been more than 60 days i havent neither recieved back my product nor the money is been reimbursed..despite contacting u many times no solution is been provided..the order status says product is been returned but hasnt.,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp i had sol my nokia luma on 22nd september nd its been more than 60 days i havent neither recieved back my product nor the money is been reimbursed..despite contacting u many times no solution is been provided..the order status says product is been returned but hasnt.
AmazonHelp: @132471 Hi, we don't have access to your account through twitter. Could you provide some further info regarding this issue? Were you returning the phone for repair/refund? What site was it purchased through Amazon US/UK/IN or another location?^ES"
366514,366514,@115823 shut ur app if u cant handle it. trying to add money since yesterday but still 0 balance n bank has charged. @115821 @115850 ??,"Digital products, devices, and apps","CUSTOMER: @115823 shut ur app if u cant handle it. trying to add money since yesterday but still 0 balance n bank has charged. @115821 @115850 ??
AmazonHelp: @202809 That's unusual. Please report this to our support team here: https://t.co/vlvfJr4nN9. ^MP
CUSTOMER: @AmazonHelp @AmazonHelp After reporting only I came here because they were not able to do anything. I guess u r also on the same page.
AmazonHelp: @202809 Apologies for the trouble. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD
CUSTOMER: @115823 @115821 @115850 @115851 a billion dollar co. but can’t maintain it. Will you pls care to improve ur amazonpay busines? other wallets are far better.
AmazonHelp: @202809 I understand your concern. Please share your details in the link provided earlier. I'll get back to you. ^HD"
988007,988007,"Colis @120533 reçu, et validé par l'expert ! https://t.co/Fq6BPMGXlu",Other/Unclear/non-substantive,"CUSTOMER: Colis @120533 reçu, et validé par l'expert ! https://t.co/Fq6BPMGXlu
AmazonHelp: @354101 Qu'il est mignon 😍 Est-ce qu'il teste tous vos colis à la réception 🙃? ^ARC
CUSTOMER: @AmazonHelp Ah oui ! Ça lui plaît beaucoup !
AmazonHelp: @354101 Comment s'appelle l'expert? ^SM
CUSTOMER: @AmazonHelp Chanel, c'est une experte en réalité ! Sa mère s'appelle Gucci donc bon ^^
AmazonHelp: @354101 Ohhh quels jolis noms pour eux 😍 Donc on devrait créer une mention : testé et approuvé par Chanel, n'est-ce pas? 😉 ^SM
CUSTOMER: @AmazonHelp Elle en serait honorée ! Haha
AmazonHelp: @354101 Alors notre Diva à un très bon photographe apparemment, et surtout avec son prénom très tchatcheur :p"
442868,442868,@AmazonHelp does an item have to be shipped before money is withdrawn from my account,Account access and security,"CUSTOMER: @AmazonHelp does an item have to be shipped before money is withdrawn from my account
AmazonHelp: @145872 Hi Ryan. We only charge the selected payment method for an order at the moment it's physically preparing to ship. ^DC"
900887,900887,@115821 @123644 you can suspend my account if you wish to. But why should I pay u if my instances are unused for so many months ??,Account access and security,"CUSTOMER: @115821 @123644 you can suspend my account if you wish to. But why should I pay u if my instances are unused for so many months ??
AmazonHelp: @306980 I was unable to comprehend. Could you elaborate the query? We'd like to help. ^VM
CUSTOMER: @AmazonHelp My instances have been stopped for so many months, that too under free tier. Not sure why u guys charging me
AmazonHelp: @306980 Sorry, I am not sure what you mean by instances? ^KM
CUSTOMER: @AmazonHelp I urge u to get someone from Amazon Web Service team"
956283,956283,"@115821 Amazon shipping has become very terrible!!! Go back 2 UPS and FedEx!!!! Last 4 packages, 2 this week have been late. Ridiculous.",Delivery and order fulfillment,"CUSTOMER: @115821 Amazon shipping has become very terrible!!! Go back 2 UPS and FedEx!!!! Last 4 packages, 2 this week have been late. Ridiculous.
AmazonHelp: @346903 I'm sorry for the delays! We'd like to look into these deliveries. Please send us your info here: https://t.co/eueqYiMrZC ^JM
CUSTOMER: @AmazonHelp I have filed complaints with Customer Support, and they have attempted to help. This doesn't make my packages arrive on time.
AmazonHelp: @346903 We'd like to a member of our Social Media team to take a look. Please provide your information, in the link given above.  ^AG
CUSTOMER: @AmazonHelp I filled out the form.
AmazonHelp: @346903 I've confirmed we have your information. Keep an eye on your e-mails for any updates. ^EP"
1125285,1125285,@115850 order no.407-4654789-4378737 nt been delivered bt showing delivered ystrday no response from your side. Kindly deliver or refund,Delivery and order fulfillment,"CUSTOMER: @115850 order no.407-4654789-4378737 nt been delivered bt showing delivered ystrday no response from your side. Kindly deliver or refund
AmazonHelp: @385327 be personal information. Our Twitter page is public.​ 3/3 ^EM
CUSTOMER: @AmazonHelp I have filled the form. Deliver it by today otherwise refund my money back. https://t.co/ua3YulAdfu
AmazonHelp: @385327 Thanks for filling in the details, Swarnendu. We'll get in touch with you soon. ^JC
CUSTOMER: @AmazonHelp Please do it as soon as possible
AmazonHelp: @385327 Please be assured that we're working on it. We'll get back to you soon with an update. ^SY
CUSTOMER: @AmazonHelp The order is in Bangalore since Sunday and you guys r not able to deliver it in Bnglr itself completely frustrated now. Didn't Expected dis
AmazonHelp: @385327 Kindly wait for an update from our team. Appreciate your patience. 2/2 ^AP"
224754,224754,@115850 your customer service has become worse than flipkart. Really pathetic.,Customer service escalation and feedback,"CUSTOMER: @115850 your customer service has become worse than flipkart. Really pathetic.
AmazonHelp: @169701 I'm sorry for the trouble. Since we had peak sale, it'd take some time for you to get connected with us. please reach (1/2)^AU
AmazonHelp: @169701 out to us through email or chat using: https://t.co/vlvfJr4nN9 we'll check it for you. (2/2)^AU
CUSTOMER: @AmazonHelp already in an email conversation. Bt can't get my problem through..need to talk to a rep.
CUSTOMER: @AmazonHelp I'm trying the ""call me"" tab on the app and no. 180030009009. But I can't get through. Recorded voice says for more info visit app or site.
AmazonHelp: @169701 Looks like the volumes are high. Please stay on queue to reach out to a rep or reach us through chat for an instant reply. ^AU
CUSTOMER: @AmazonHelp How to use the chat feature?
AmazonHelp: @169701 option 2: Hindi) &gt; provide us your number &gt; choose from 'call now' or 'call me in 5 minutes'. (3/3) ^VM"
2113664,2113664,@AmazonHelp wondering why I can order fire hd8  but not the kids version to Ireland??,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp wondering why I can order fire hd8  but not the kids version to Ireland??
AmazonHelp: @623207 I'm sorry for the frustration! We'd like to help if we can so please reach us here: https://t.co/JzP7hlA23B ^DD"
206011,206011,"@AmazonHelp Hey, why is money being deducted from my bank towards Amazon yet you closed my amazon account? Thought you said you’re secure",Account access and security,"CUSTOMER: @AmazonHelp Hey, why is money being deducted from my bank towards Amazon yet you closed my amazon account? Thought you said you’re secure
AmazonHelp: @164791 Hi Dikki- Which site was your account with? https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA? When was the account closed? ^NV
CUSTOMER: @AmazonHelp https://t.co/OycHu4AHku
CUSTOMER: @AmazonHelp They closed my account for failure of verification of payment method, but somehow still managed to charge me for Amazon Prime
AmazonHelp: @164791 How were you notified of the charge Dikki? Can you report this to us via: https://t.co/hApLpMlfHN ^NV
CUSTOMER: @AmazonHelp Email confirmation from my bank account. I can’t contact you via that method...my account is closed, remember?
AmazonHelp: @164791 Apologies. Please get in touch via this link - https://t.co/jzvkhdlrK5 (No sign in necessary) Keep us posted. ^TP
CUSTOMER: @AmazonHelp I have emailed. Will keep you posted once there’s any developments"
466717,466717,Getting more and more frustrated with @115821. Increasing number of things arriving banged up and looking used. Hardly the way Christmas gifts should look.... https://t.co/vuytZhNxBy,"Product condition, item accuracy, and seller issues","CUSTOMER: Getting more and more frustrated with @115821. Increasing number of things arriving banged up and looking used. Hardly the way Christmas gifts should look.... https://t.co/vuytZhNxBy
AmazonHelp: @226073 I'm sorry your order arrived that way! Was it shipped to you from Amazon or one of our third party sellers? ^AH
CUSTOMER: @AmazonHelp It was from Amazon. Thanks for the prompt reply.
AmazonHelp: @226073 Thank you for that information. Unfortunately, we are not able to view account information in Twitter. Please click here:  https://t.co/hApLpMlfHN so that a team member can assist you on this matter. ^TL"
427005,427005,Bien joué @120533 qui me renouvelle pour un mois Amazon prime gratuitement quand j'ai demandé de l'arrêter et qui me prévient pas ensuite,Prime membership and benefits,"CUSTOMER: Bien joué @120533 qui me renouvelle pour un mois Amazon prime gratuitement quand j'ai demandé de l'arrêter et qui me prévient pas ensuite
CUSTOMER: @120533 un mois plus tard quand ça repasse payant et qui me prélève pour un an. Voilà comment jeter 50 € par la fenêtre, sachant qu'Amazon Prime
CUSTOMER: @120533 Ne m'est d'aucune utilité. Bien joué ! Excellente technique commerciale :)
AmazonHelp: @216560 annuler cet abonnement et être remboursé via :https://t.co/HE1YXjEw4s. Voici plus d'informations : https://t.co/hmIjXn4Bv2 3/3
AmazonHelp: @216560 Désolé si ces conditions n'ont pas été assez claires pour vous ou lu jusqu'au bout.Cependant, vous pouvez.. 2/3
AmazonHelp: @216560 Bonjour, Amazon.fr offre un mois gratuit et les 49Euros sont automatiquement prélevés au bout de ce mois ci de gratuité. 1/3 ^YL
CUSTOMER: @AmazonHelp Sauf qu'avant la fin du mois gratuit j'ai demandé à arrêter et ça m'a prolongé l'offre pour un mois de plus."
1419610,1419610,AmazonプライムビデオPIN設定しないとクリックしただけで購入なるのかな？昨日メガネかけずにTVで見ててコレ流れた記憶あるわ…死ぬ程いらないんだけどw皆様もお気をつけ下さいね。 https://t.co/Yz7oCXzpt6,Other/Unclear/non-substantive,"CUSTOMER: AmazonプライムビデオPIN設定しないとクリックしただけで購入なるのかな？昨日メガネかけずにTVで見ててコレ流れた記憶あるわ…死ぬ程いらないんだけどw皆様もお気をつけ下さいね。 https://t.co/Yz7oCXzpt6
AmazonHelp: @450008 Amazonです。記載の件について、ご注文内容を確認のうえご案内させていただきたく存じます。お手数ではございますが、リンクよりお問い合わせください。https://t.co/J6YEizo6qC (電話・チャット・Eメール選択可能)　MH"
142926,142926,"Já comprei meus quadrinhos na Black Friday da @117086. Quem curte livro e HQ, lá é a melhor opção.",Other/Unclear/non-substantive,"CUSTOMER: Já comprei meus quadrinhos na Black Friday da @117086. Quem curte livro e HQ, lá é a melhor opção.
AmazonHelp: @137589 Ebaa 🤗 Que legal que você conseguiu aproveitar as promoções, Jão! Quantos quadrinhos você comprou? ^LG
CUSTOMER: @AmazonHelp Comprei 10 kkkkk
AmazonHelp: @137589 Aproveitou bastante Jão! 😃^NP"
324359,324359,@115830 you have sent me a textbook I ordered where over half of the pages are COMPLETELY BLANK.,Other/Unclear/non-substantive,"CUSTOMER: @115830 you have sent me a textbook I ordered where over half of the pages are COMPLETELY BLANK.
AmazonHelp: @193271 Oh no! We have a return process here: https://t.co/lTwAhwytQx This will also provide your avail return or replacement options. ^RA
CUSTOMER: @AmazonHelp Thanks. I will be returning, I understand you will be paying return postage ?
AmazonHelp: @193271 You will not be charged for return shipping due to our error, Toby! Keep us posted if you need us for anything! ^FR
CUSTOMER: @AmazonHelp Thanks !"
2634870,2634870,hey @AmazonHelp i paid for an e-book from my amazon pay balance but didn't get it on kindle. The balance was deducted though the payment failed https://t.co/Rj98OcAsC3,"Digital products, devices, and apps","CUSTOMER: hey @AmazonHelp i paid for an e-book from my amazon pay balance but didn't get it on kindle. The balance was deducted though the payment failed https://t.co/Rj98OcAsC3
AmazonHelp: @743846 I'm sorry to hear about the payment issues. Kindly report this to our team here: https://t.co/mnOpUOQIhf. They'll check this for you.  Also, please don't provide your order details, we consider it personal information. Our Twitter page is visible to public."
1018228,1018228,"@115825 Mr. Robot S03 nur mit Zwangsuntertiteln verfügbar?
Wird die richtige OV Version noch nachgereicht oder ist es gar ein Fehler?",Other/Unclear/non-substantive,"CUSTOMER: @115825 Mr. Robot S03 nur mit Zwangsuntertiteln verfügbar? Wird die richtige OV Version noch nachgereicht oder ist es gar ein Fehler?
AmazonHelp: @360908 Wir sind dran! Wann es kommt, kann ich dir leider nicht sagen. ^AS"
1206200,1206200,@126705  @115830  im in and it hasnt been delivered so please explain where it is https://t.co/vjQDL6CDAN,Delivery and order fulfillment,"CUSTOMER: @126705  @115830  im in and it hasnt been delivered so please explain where it is https://t.co/vjQDL6CDAN
AmazonHelp: @403260 Hey, get in touch with us here: https://t.co/JzP7hlA23B so we can look into this ^KM"
1293729,1293729,@115821 not very impressed with Amazon think it is a complete scandal that you do not take responsibility..really really angry with you,Other/Unclear/non-substantive,"CUSTOMER: @115821 not very impressed with Amazon think it is a complete scandal that you do not take responsibility..really really angry with you
AmazonHelp: @422539 Oh no! Sorry to hear you're upset with us Owen. W/o personal details, could you let us know the issue and how we can help? ^JD"
2117802,2117802,"@133929 Hi, I would like to cancel an order I made through @115850. It's yet to be cleared through the customs. Can you help me?",Delivery and order fulfillment,"CUSTOMER: @133929 Hi, I would like to cancel an order I made through @115850. It's yet to be cleared through the customs. Can you help me?
AmazonHelp: @624163 Sure, Abhishek. Please connect to our support team here: https://t.co/vlvfJrlYEH and we’ll be glad to help you. ^NK
CUSTOMER: @AmazonHelp I have sent an email.
AmazonHelp: @624163 As you have sent an email to our support team, they'll check it and get back to you soon.  ^RI"
816364,816364,"@119625  indeed #insideedge
Is  best show 😍😍😍 .plz bring season 2.💐💐💐",Other/Unclear/non-substantive,"CUSTOMER: @119625  indeed #insideedge Is  best show 😍😍😍 .plz bring season 2.💐💐💐
AmazonHelp: @314404 We keep adding new content. Please stay tuned. ^SM"
728488,728488,Pour résoudre mon problème - la livraison de mon colis est la seule solution! @115821 @120533 #Nice06 https://t.co/r7pJyKsoSG,Other/Unclear/non-substantive,"CUSTOMER: Pour résoudre mon problème - la livraison de mon colis est la seule solution! @115821 @120533 #Nice06 https://t.co/r7pJyKsoSG
AmazonHelp: @217606 Une solution vous sera proposée suite aux recherches de notre SAV. ^ARC
CUSTOMER: @AmazonHelp Hier, Amazon Service Center m'a dit que je recevrais à 100% le paquet aujourd'hui. J'espère que cela va arriver!
AmazonHelp: @217606 Bonjour, merci de nous tenir informé de la situation, nous restons à votre disposition en cas de besoin. ^SA"
1497000,1497000,"Hallo @116316 
seit heutige Nachmittag sind „Einstellungen“ in der Alexa App schreiend langsam und den neuem Dot kann ich nicht einrichten","Digital products, devices, and apps","CUSTOMER: Hallo @116316  seit heutige Nachmittag sind „Einstellungen“ in der Alexa App schreiend langsam und den neuem Dot kann ich nicht einrichten
AmazonHelp: @467557 Falls ein Neustart nicht hilft, melde dich morgen am besten telefonisch zur Prüfung über: https://t.co/wWn0qM25US Gruß ^MH
CUSTOMER: @AmazonHelp Danke fürs Feedback, ich starte mal die gesamte Infrastruktur neu. Zur Not dann morgen wie vorgeschlagen telefonisch.
AmazonHelp: @467557 Gerne! Die Kollegen stehen von 6 bis 24 Uhr zur Verfügung. Noch einen schönen (verlängerten) Abend! ^MI"
2590690,2590690,"Bravo, @116928. Bravo. https://t.co/FMqz1adiQ5",Other/Unclear/non-substantive,"CUSTOMER: Bravo, @116928. Bravo. https://t.co/FMqz1adiQ5
AmazonHelp: @733786 Hola, ¿podrías confirmarnos si el producto tiene algún daño? ^DA"
2942110,2942110,"@115821 this is a collectors edition. It came damaged in the spine bottom. Consider switching delivery company for Portugal, OK? https://t.co/7jDLPkcDnk",Delivery and order fulfillment,"CUSTOMER: @115821 this is a collectors edition. It came damaged in the spine bottom. Consider switching delivery company for Portugal, OK? https://t.co/7jDLPkcDnk
AmazonHelp: @812857 This isn't at all the delivery experience we strive to provide, I'm truly sorry to see that your order arrived in this condition! Which Amazon site was this purchased from? (.com, .co.uk, .co.jp, etc) Please, let us know. We're here for you! ^JE"
2200733,2200733,@119625 What a blunder!! @72113 @87066 https://t.co/cx5tUzLCiH,Other/Unclear/non-substantive,"CUSTOMER: @119625 What a blunder!! @72113 @87066 https://t.co/cx5tUzLCiH
AmazonHelp: @643623 Everything seems to be fine, Jignesh. Request you to sign out from the app once and try signing in again. If the issue persists, please let us know so that we can take necessary action on it. ^NK"
2166613,2166613,"@115821 Why wont you let me buy this item! Every time i try and check out it tells me, nah next time. #wtf i want to buy this now while i have the money!",Other/Unclear/non-substantive,"CUSTOMER: @115821 Why wont you let me buy this item! Every time i try and check out it tells me, nah next time. #wtf i want to buy this now while i have the money!
AmazonHelp: @635874 Without personal info, can you please elaborate? What item are you referring to? What error are you receiving? ^MC
CUSTOMER: @AmazonHelp Funko Pop! Marvel: 7274 Unmasked Captain Marvel Booble It says its an add on item and i can like buy it on an order thats over $25 but my current order is like 30
AmazonHelp: @635874 Are the other items in the order sold and fulfilled by Amazon? Check this page: https://t.co/U3vHwiezMq. ^MC"
1544530,1544530,@116316 Habe mir COD WW2 vorbestellt um es rechtzeitig zu bekommen. Kam natürlich nicht an. Werde mir in Zukunft NICHTS mehr vorbestellen.,Other/Unclear/non-substantive,"CUSTOMER: @116316 Habe mir COD WW2 vorbestellt um es rechtzeitig zu bekommen. Kam natürlich nicht an. Werde mir in Zukunft NICHTS mehr vorbestellen.
AmazonHelp: @478413 Tut mir leid zu lesen 😔 Melde dich bitte über https://t.co/ohyvGrpvrY, damit wir dem nachgehen können. Viele Grüße ^TR"
2429404,2429404,@AmazonHelp I sent out a private message about an issue I’m having.,Other/Unclear/non-substantive,"CUSTOMER: @AmazonHelp I sent out a private message about an issue I’m having.
AmazonHelp: @697458 We've sent a reply to your DM. ^VS"
1772655,1772655,"@AmazonHelp @115850 have prime membership. booked #samsungnote8 . should be delivered today but recieved message it will be late. it can,t happen as will be out of town n can nt recieve after today. @115851 @1840",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp @115850 have prime membership. booked #samsungnote8 . should be delivered today but recieved message it will be late. it can,t happen as will be out of town n can nt recieve after today. @115851 @1840
AmazonHelp: @158374 Sorry to know about the delay, Gourav. Please reach us from here: https://t.co/rS49hgaADF we'll check this &amp; assist. ^SV
CUSTOMER: @AmazonHelp already done that than y u call urself help ?
AmazonHelp: @158374 I'd like to help you. Please share your details here: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK"
916528,916528,@118919 Order ID: 403-4257112-8167562. You guys lost my order and have accused me of stealing. Not sure if I should go to court?,Delivery and order fulfillment,"CUSTOMER: @118919 Order ID: 403-4257112-8167562. You guys lost my order and have accused me of stealing. Not sure if I should go to court?
AmazonHelp: @337606 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^VH
CUSTOMER: @AmazonHelp I did contact your customer care. They accused me of stealing and challenged me to go to court. It's on record.
AmazonHelp: @337606 link provided earlier. We'll look into it right away. (2/2) ^ST
AmazonHelp: @337606 Apologies for the inconvenience. We certainly did not intend this to happen. Kindly share your details in the (1/2) ^ST
AmazonHelp: @337606 I apologize for the incorrect update. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you soon. (1/2)^VH"
2349531,2349531,@116618 has Big Fish and I️ needed that today tbh,Other/Unclear/non-substantive,"CUSTOMER: @116618 has Big Fish and I️ needed that today tbh
AmazonHelp: @679140 Is there anything we can assist with today? We're here to help!  ^FR
CUSTOMER: @AmazonHelp No you have the movie I️ want there’s no issue"
