example_id,tweet_id,conversation_root_id,customer_message,context,intent,expected_escalation,escalation_reason,label_source,annotation_status,reviewer_intent,reviewer_expected_escalation,reviewer_notes
amz-0038,1609079,1609079,What is the point of paying for @115830 prime next delivery to wait in all day until 8pm with no delivery or communication! #notrenewing,"CUSTOMER: What is the point of paying for @115830 prime next delivery to wait in all day until 8pm with no delivery or communication! #notrenewing
AmazonHelp: @494041 Hey, sorry about the delay. What info can you see on the tracking here: https://t.co/aaDyEz1VgE ^RS
CUSTOMER: @AmazonHelp Now expected 5 Nov - 8 Nov We're sorry your package is late. We're working to get your package back on track. Was expected Saturday, 4 Nov
AmazonHelp: @494041 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
CUSTOMER: @AmazonHelp That's fine but when I pay for prime next day delivery I would expect it. Item was a safety gate needed for the next day!
AmazonHelp: @494041 My apologies Dan. If it's now arriving too late for your use, you can of course return it to us for a full refund. ^DC
CUSTOMER: @AmazonHelp It's still needed but we have had to make additional arrangements for the time being. Just frustrating there was no communication.
CUSTOMER: @AmazonHelp some form of communication would have helped. If it wasn't going to be delivered just let me know so I didn't have to wait in all day",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Delivery and order fulfillment,AUTO_HANDLE,
amz-0039,1225700,1225700,@115821 if I use amazon cash what will it do to my current gift card balance,"CUSTOMER: @115821 if I use amazon cash what will it do to my current gift card balance
AmazonHelp: @306989 Hi, Nick! Just to clarify, are you referring to Amazon Coins or your Amazon Allowance? Please let us know, we'd love to help!^KL
CUSTOMER: @AmazonHelp No I have a current balance on my gift card. I’m talking about the taking in a barcode and a retailers scan s it you give them money
AmazonHelp: @306989 Please clarify further on what you are trying to do. We'd love to help. ^LL
CUSTOMER: @AmazonHelp I want add money to my account
AmazonHelp: @306989 If you want to add another gift card to your balance, you can do so by claiming it here: https://t.co/tClN1mhWi1 ^AJ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,AUTO_HANDLE,
amz-0040,226347,226347,Hey @115850 your customer service is getting worse. It’s been almost 3 weeks I haven’t received my order and nobody has contacted me yet.,"CUSTOMER: Hey @115850 your customer service is getting worse. It’s been almost 3 weeks I haven’t received my order and nobody has contacted me yet.
AmazonHelp: @170032 Kindly drop in your details here:https://t.co/beaaDm0muc and I'll reach out to you at the earliest. 2/2^EM
CUSTOMER: @AmazonHelp I’ve already dropped in my details once but for your convenience, of course I’ll do it again.
AmazonHelp: @170032 Thank you for confirming. If you have shared your details, our team will get back to you soon. ^AG
AmazonHelp: @170032 I'm sorry for the delay in the delivery, we certainly didn’t expect this would happen. I'd like to look into this. 1/2^EM",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0041,2422658,2422658,@AmazonHelp just had to make a complaint regarding wrong item sent to me. Have to say your customer service is fantastic!!,"CUSTOMER: @AmazonHelp just had to make a complaint regarding wrong item sent to me. Have to say your customer service is fantastic!!
AmazonHelp: @695817 Sorry about the mix up, but glad to hear everything went smoothly! If you need anything else don't hesitate to ask! ^LS",Customer service escalation and feedback,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0042,2805111,2805111,Anyone know how to get a refund from @115821.com when your kid ordered something by mistake on the Firestick???,"CUSTOMER: Anyone know how to get a refund from @115821.com when your kid ordered something by mistake on the Firestick???
AmazonHelp: @560358 Oh no! We'd love to help you out! You can find some helpful tips about accidental purchase here: https://t.co/g20Ys42L8R ^HM","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0043,520676,520676,Amazonで買ったiPod touch、まさかの不良品……ここ最近ほんとツイてないorz,"CUSTOMER: Amazonで買ったiPod touch、まさかの不良品……ここ最近ほんとツイてないorz
AmazonHelp: @240196 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。https://t.co/ZXCXcbvsuV TN
AmazonHelp: @240196 ご迷惑をお掛けし申し訳ございません。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。誠に恐れ入りますが、リンクを参照の上お手続きください。https://t.co/TYbxdUlIYB TN",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0044,1828692,1828692,Colis @120533 en retard.. je regarde qui s'occupe de mon colis: ColisPrivé évidemment.... Jamais vu des incapables pareils,"CUSTOMER: Colis @120533 en retard.. je regarde qui s'occupe de mon colis: ColisPrivé évidemment.... Jamais vu des incapables pareils
AmazonHelp: @548798 Bonjour, Je suis désolé pour ce retard, que dit le suivi de votre colis ? ^YL
CUSTOMER: @AmazonHelp Normalement prévu aujourd'hui. Sachant que c'était un cadeau, j'aurai 1 jour de retard pour celui-ci..
AmazonHelp: @548798 avez-vous signalé cela à notre service? ^YL
CUSTOMER: @548798 @120533 hoooooo mais je n'ai pas tous ces égards de Amazon Help moi ! j'ai téléphoné deux fois sur une plateforme inutile qui ne parle pas français
AmazonHelp: @598317 Bonsoir, je suis désolée pour cet incident, je vous informe que vous pouvez joindre notre SAV via: https://t.co/hgIrz98cdI",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0045,349994,349994,"@115850 
Suggest to call out potential issues at checkout for third party sellers. This will help in minimising issues

Best Regards","CUSTOMER: @115850  Suggest to call out potential issues at checkout for third party sellers. This will help in minimising issues  Best Regards
AmazonHelp: @199254 We'll work on your experience for improvements, write to us using the link shared above &amp; we'll escalate this accordingly. ^MJ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0046,2864680,2864680,"@AmazonHelp Hey, what happened to the instant pot cyber Monday deal?  It’s still Monday.","CUSTOMER: @AmazonHelp Hey, what happened to the instant pot cyber Monday deal?  It’s still Monday.
AmazonHelp: @795682 Hey Fran! Did you see somewhere on our site a Cyber Monday Deal for the Instant Pot? If so, can you provide the link to us so we may research further for you? In the meantime, here is a link for the Cyber Monday Deals available on our site: https://t.co/nQZRGpnkmZ ^SY
CUSTOMER: @AmazonHelp It was $75 at this link until an hour before I messaged you. https://t.co/ucgDfyfBeT Read the pdf manual, decided to go back to the link, and the price jumped before Monday was over.
AmazonHelp: @795682 Thanks for the additional information, Fran! I am terribly sorry, but once a sale is over we do not have the ability to honor the sale price. These can end due to time limits, or inventory no longer being available. Please let us know if you need anything else. ^JD
CUSTOMER: @AmazonHelp There was no indication of any limits, other than Monday.  Clear communications would have created less confusion and disappointment.
CUSTOMER: @AmazonHelp Here’s a reference to the sale. Not my source, but documented. https://t.co/VlZW5sJnP0
AmazonHelp: @795682 You can find it here: https://t.co/7bFDOM0CH6 You can also view other Instant Pots on sale: https://t.co/6M638KIUkv ^AF
CUSTOMER: @AmazonHelp No, the Duo was at that price. Not this model.",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0047,1366232,1366232,@115830 what the hell has happened to next day deliveries?!? At 5am today the earliest delivery date for any item is Tuesday. Even though some of them items can be bought from Prime Now with 2hr delivery?!?,"CUSTOMER: @115830 what the hell has happened to next day deliveries?!? At 5am today the earliest delivery date for any item is Tuesday. Even though some of them items can be bought from Prime Now with 2hr delivery?!?
AmazonHelp: @137093 I'm sorry about the delivery delays! We aim to deliver as quickly as possible during this busy time. For more information about our Black Friday Delivery dates, visit us here: https://t.co/zsNX5ufIbT ^TK",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0048,1715276,1715276,"@AmazonHelp 
poorest response. awaiting pick up of return item since 23 Oct. Called thrice, false assurances. NO action till date. Shame https://t.co/svuy2Wdlv1","CUSTOMER: @AmazonHelp  poorest response. awaiting pick up of return item since 23 Oct. Called thrice, false assurances. NO action till date. Shame https://t.co/svuy2Wdlv1
AmazonHelp: @519484 We've responded to your concern via DM. Kindly check. ^EM","Returns, refunds, and charges",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0049,2952192,2952192,@120533 pas cool de recevoir des colis déjà ouvert et mal emballé !,"CUSTOMER: @120533 pas cool de recevoir des colis déjà ouvert et mal emballé !
AmazonHelp: @815177 Bonsoir, vraiment désolé pour cela. J'espère que le(s) article(s) sont intacts. Avez-vous signalé cet incident à notre SAV ? ^KD",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0050,842180,842180,This might be the first time in my life something I ordered from @115821 is late. Not great when you need it by Halloween parties tmrw...,"CUSTOMER: This might be the first time in my life something I ordered from @115821 is late. Not great when you need it by Halloween parties tmrw...
AmazonHelp: @320321 I'm sorry your item hasn't arrived. Can you tell us more about what's going on? Have we missed your confirmed delivery date? ^RA
CUSTOMER: @AmazonHelp Yes, my prime 2-day delivery date was yesterday, the 19th.
AmazonHelp: @320321 I'm so sorry it's late! Have you received an updated delivery date? ^WJ
CUSTOMER: @AmazonHelp A range 🤔 https://t.co/jcuxcRxgIC
AmazonHelp: @320321 For clarification, who is the carrier for this order? You can find this information here: https://t.co/Y5jpI9gRhE ^KN
CUSTOMER: @AmazonHelp AMZL US
AmazonHelp: @320321 Is there any reason or notification given for the delay? Did you receive and email about it? ^PK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0051,318581,318581,@115850 this is regarding my order# 171-5331733-1100309 which shows as delivered but in reality it's not delivered to me @1560,"CUSTOMER: @115850 this is regarding my order# 171-5331733-1100309 which shows as delivered but in reality it's not delivered to me @1560
AmazonHelp: @192008 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.(2/2)^AU
AmazonHelp: @192008 I'm sorry for the trouble. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest.(1/2) ^AU
CUSTOMER: @115850 @1560 Tried contacting delivery boy on +91800709912 who is either disconnecting or not answering my calls
AmazonHelp: @192008 I'm sorry for that, please contact our customer service team here: https://t.co/vlvfJr4nN9 and we'll be glad to help you.^SI",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Other/Unclear/non-substantive,ESCALATE,
amz-0052,232128,232128,@115821 debería replantearse usar correos express para algunos de sus envíos no cumplen en un 80% de los casos ....,"CUSTOMER: @115821 debería replantearse usar correos express para algunos de sus envíos no cumplen en un 80% de los casos ....
AmazonHelp: @171262 Hola, Leticia, ¿Tienes un pedido pendiente de entrega?  ^AZ
CUSTOMER: @AmazonHelp Si dos, pero es una constante con correo express llegan por sistema un día después de la fecha prevista. Lo quería dejar constar :)
AmazonHelp: @171262 Entiendo, en ese caso, te recomiendo reportarnos este tipo de inconvenientes directamente con nuestro Soporte al Cliente. ^AZ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,AUTO_HANDLE,
amz-0053,1035132,1035132,@115850 I have a brand new Samsung refrigerator waiting to be installed. 405-2344255-8252311 is my order number. 2 days and counting.,"CUSTOMER: @115850 I have a brand new Samsung refrigerator waiting to be installed. 405-2344255-8252311 is my order number. 2 days and counting.
AmazonHelp: @364857 order details as we consider them to be personal information. Our Twitter page is visible to public. 3/3 ^SB
AmazonHelp: @364857 team here: https://t.co/vlvfJr4nN9. We’ll sort this for you. Also, please don’t provide your 2/3 ^SB
AmazonHelp: @364857 I’m sorry about the delay in installation. We will look into to it. Please connect with our support 1/3 ^SB",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0054,1344520,1344520,"Cheers, @115821 for not delivering the horse head. Now going to @1548 as BoJack.. Man?","CUSTOMER: Cheers, @115821 for not delivering the horse head. Now going to @1548 as BoJack.. Man?
AmazonHelp: @433542 I'm sorry to hear it hasn't arrived. What's the delivery date and most recent tracking shown here: https://t.co/aaDyEz1VgE? ^LI",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0055,351649,351649,@116090 is there delivery on Monday October 9?,"CUSTOMER: @116090 is there delivery on Monday October 9?
AmazonHelp: @199647 If your order has been scheduled for this date, then it should be delivered. ^MC",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0056,1063837,1063837,Hey @115821 you said my New Balance walking shoes were gonna be here yesterday and I still haven’t received shit. I’m shorting your stock.,"CUSTOMER: Hey @115821 you said my New Balance walking shoes were gonna be here yesterday and I still haven’t received shit. I’m shorting your stock.
AmazonHelp: @371166 I'm sorry. Have you received a notification on a change in the delivery date? Were they sold by Amazon or a Third-Party Seller? ^DO
CUSTOMER: @AmazonHelp Yeah you guys changed it to today but nothing yet. Sold by amazon.
AmazonHelp: @371166 Can you tell us what the latest tracking scan was? Who's the carrier? If you're unsure, check here: https://t.co/Y5jpI9gRhE ^NM",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0057,431111,431111,@115850 such a hopeless competition. I've been giving all answers right since 2. Still no luck #apptreasurehunt #AIFWSS18 #AmazonIndia https://t.co/pZ54zd5cfP,"CUSTOMER: @115850 such a hopeless competition. I've been giving all answers right since 2. Still no luck #apptreasurehunt #AIFWSS18 #AmazonIndia https://t.co/pZ54zd5cfP
AmazonHelp: @217512 Due to the overwhelming response, the prizes were claimed quickly. There's more to be won, let's get ready for the next clue. ^NS",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0058,1850506,1850506,Amazonに予約商品のキャンセル期限なんてあったっけ？,"CUSTOMER: Amazonに予約商品のキャンセル期限なんてあったっけ？
AmazonHelp: @553976 予約商品には、キャンセルできる期限が設定されている場合がございます。詳しくは、以下のリンクのヘルプページの「予約商品のキャンセル期限について」の欄をご参照ください。https://t.co/cqtntYX8dn TN",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0059,1287031,1287031,@115830 Your delivery driver literally beat my door&amp;window this eve (x3) trying to deliver a parcel. It woke my baby. Never do this again,"CUSTOMER: @115830 Your delivery driver literally beat my door&amp;window this eve (x3) trying to deliver a parcel. It woke my baby. Never do this again
AmazonHelp: @421029 I sincerely apologize, Sarah. We'd like to talk more about this in real time via phone or chat: https://t.co/JzP7hlA23B ^BL",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0060,2393464,2393464,@115851  cash load service  is worst https://t.co/qSZ1JgkExh,"CUSTOMER: @115851  cash load service  is worst https://t.co/qSZ1JgkExh
AmazonHelp: @689140 We have responded to your concern here: https://t.co/72d12Y1y5S. Request you to check. ^MP",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0061,1727971,1727971,"Vs êtes vraiment des tâches @120533, incapables de livrer 1 colis dans paris intra en 4 js. #Amazon = terminé, service pourri.","CUSTOMER: Vs êtes vraiment des tâches @120533, incapables de livrer 1 colis dans paris intra en 4 js. #Amazon = terminé, service pourri.
AmazonHelp: @522526 Bonjour, je suis sincèrement désolée pour cela. Rencontrez-vous un retard de livraison avec une commande encours ? Sara
CUSTOMER: @AmazonHelp Simple: 2js de suite chez moi, adresse introuvable (Paris 8è la blague), puis tentative fictive de livraison. Je suis à mon domicile
AmazonHelp: @522526 L'avez-vous signalé à notre SAV afin qu'un suivi puisse être fait auprès du transporteur?  ^ARC
CUSTOMER: @AmazonHelp Tout a été fait, avec notification SMS, code d'accès etc. Inutile de me répondre d'avantage.
CUSTOMER: @AmazonHelp Déjà soit disant impossibilité de livrer samedi. Fin de la comédie et fin d'#amazon. Avant de prétendre livrer par #drone, livrez tout court",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0062,699464,699464,So my Christmas present order from @115830 just arrived. I open my package to find the extremely damaged book for my mum below?! This is disgusting that someone thought this was okay to package and send out. #amazon #christmaspresent #damaged https://t.co/6Xd9XKmZWT,"CUSTOMER: So my Christmas present order from @115830 just arrived. I open my package to find the extremely damaged book for my mum below?! This is disgusting that someone thought this was okay to package and send out. #amazon #christmaspresent #damaged https://t.co/6Xd9XKmZWT
AmazonHelp: @286854 Sorry to hear that. If you visit the following link: https://t.co/lWawt19grt You can check your refund or replacement options.^TI
CUSTOMER: @AmazonHelp Thank you kindly for your help and quick response x",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Account access and security,ESCALATE,
amz-0063,1752472,1752472,"@115850 You have conducted 'n' number of contests thru App, but no results yet, if you cant declare winners, y conduct contest","CUSTOMER: @115850 You have conducted 'n' number of contests thru App, but no results yet, if you cant declare winners, y conduct contest
AmazonHelp: @527942 We'd like to help you. Could you please let us know which particular contest are you referring to? ^NR","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0064,1673720,1673720,"@115850 Hi , How come i get an sms that my order is delivered, whereas no 1 at home has received it yet ! Where's my order ?","CUSTOMER: @115850 Hi , How come i get an sms that my order is delivered, whereas no 1 at home has received it yet ! Where's my order ?
AmazonHelp: @431434 Sorry to learn about the problem you've experienced with the delivery of your order. (1/2) ^AS
AmazonHelp: @431434 Please report this to support team here : https://t.co/vlvfJr4nN9 and they'll sort this for you. 2/2 ^AS
CUSTOMER: @115850 Guys, 2 days back to back. Status is Order delivered, only sms is Received..but Order ISN'T ! @115851  What's going on wid Amazon India?
AmazonHelp: @431434 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
CUSTOMER: @AmazonHelp Details shared. Please expedite resolution ASAP or issue a full refund!
AmazonHelp: @431434 Thank for the confirmation. We'll check and get back to you at the earliest possible. ^RI",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0065,939414,939414,Não dá pra não admitir que a @117086 @1141 é sensacional!!!,"CUSTOMER: Não dá pra não admitir que a @117086 @1141 é sensacional!!!
AmazonHelp: @342684 Opa, Myriam 💖 Só amor, né? 😊 ^LG",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0066,1240430,1240430,@AmazonHelp need help,"CUSTOMER: @AmazonHelp need help
AmazonHelp: @120934 Hey Rushikesh, please tell me how may I help you today? ^SF
CUSTOMER: @AmazonHelp I return an order..your guy collected it today but didn't give any acknowledgement receipt..is it fine??
AmazonHelp: @120934 Call us here: https://t.co/vlvfJr4nN9 &amp; we'll have this checked, did you check for messages about the return pick up? ^MJ
CUSTOMER: @AmazonHelp Never mind. I received money Thanks
AmazonHelp: @120934 Glad to know that the issue is resolved. Thank you for keeping us posted. ^SB",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0067,321987,321987,"My recent @115821 orders have had hilarious shipping glitches. Something I received yesterday hasn't shipped yet, according to them. :)","CUSTOMER: My recent @115821 orders have had hilarious shipping glitches. Something I received yesterday hasn't shipped yet, according to them. :)
AmazonHelp: @192712 Oh no! If you haven't already contacted us to report this, we'd like to discuss it further here: https://t.co/hApLpMlfHN ^RA
CUSTOMER: @AmazonHelp Eh. I suppose I should. I was kind of waiting to see how it all worked out, for the sake of the humor. :)
AmazonHelp: @192712 Haha! The main thing is you've received the order. ☺️ ^PK",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0068,741521,741521,"@120533 Bonjour, le délais pour les code d'authentification est de combien de temps ? 5 ans ? J'en demande depuis 20 minutes et rien.","CUSTOMER: @120533 Bonjour, le délais pour les code d'authentification est de combien de temps ? 5 ans ? J'en demande depuis 20 minutes et rien.
AmazonHelp: @297345 Bonjour, je suis désolé pour ce contretemps, nous rencontrons un souci technique sur l'envoi. Merci pour votre patience ^RA
CUSTOMER: @AmazonHelp Ça fonctionne par SMS, mais pas par mail.
AmazonHelp: @297345 je n'ai pas parlé d'envoi par mail ! vous pouvez également contacter le service pour vérifier. Merci ^RA
CUSTOMER: @AmazonHelp Je vous le dit : aucun code reçu par mail pendant 20 minutes mais reçu par SMS.
AmazonHelp: @297345 Le mieux serait de le signaler via ce lien  https://t.co/hgIrz98cdI ^SN",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0069,2795288,2795288,"@115821 it says two day shipping but won't arrive till Friday when today is Tuesday, how? https://t.co/oBQ3DtUBMw","CUSTOMER: @115821 it says two day shipping but won't arrive till Friday when today is Tuesday, how? https://t.co/oBQ3DtUBMw
AmazonHelp: @364866 Prime Two-Day shipping refers to when the item ships, not two days from when the order is placed. Some items, even when in stock, take time to get fulfilled. Once the order is fulfilled, the item should arrive within two days of when it's shipped out. ^DG",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0070,1124098,1124098,Shout Out to @115821 was able to fix an order that was made by my autistic son at 2 Am yes I SPOKE TO A HUMAN thanks again Amazing @115821,"CUSTOMER: Shout Out to @115821 was able to fix an order that was made by my autistic son at 2 Am yes I SPOKE TO A HUMAN thanks again Amazing @115821
AmazonHelp: @385067 Hi, thanks for the shout out! We're glad to have helped. Please get in touch anytime &amp; have a great day! 😊 ^TS",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0071,703825,703825,@120533 Hello ! Pas de #mCable Gaming Edition prévu un jour ? C'est un must have pour tous les joueurs TV de la #NintendoSwitch 🤪 https://t.co/pnwCrbaJN9,"CUSTOMER: @120533 Hello ! Pas de #mCable Gaming Edition prévu un jour ? C'est un must have pour tous les joueurs TV de la #NintendoSwitch 🤪 https://t.co/pnwCrbaJN9
AmazonHelp: @288167 Hello :) Votre remarque est bien prise en compte et sera, sans faute, transmise au service en charge.  ^SA",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0072,2437286,2437286,Thanks @115830 for hiding my parcel in a really inconspicuous place https://t.co/zX7hqgdf7o,"CUSTOMER: Thanks @115830 for hiding my parcel in a really inconspicuous place https://t.co/zX7hqgdf7o
AmazonHelp: @699169 Oh my! Sorry about that, Ben. Have you had a chance to set up a safe place: https://t.co/2256Y2fOka? ^AB",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0073,1842147,1842147,@115850 you are a cheat.,"CUSTOMER: @115850 you are a cheat.
AmazonHelp: @552048 That's quite a comment. Could you elaborate on your concern? ^KA
CUSTOMER: @AmazonHelp Received damaged phone. Not able to refund.customer care saying only replacement.
AmazonHelp: @552048 details you may refer the link: https://t.co/oqd5UFlsja. 2/2 ^SB
AmazonHelp: @552048 We only have a replacement policy for damaged or defective mobile phones. Further, 1/2 ^SB",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Account access and security,ESCALATE,
amz-0074,1252990,1252990,"Amazon Alexa is truly disappointing. What do you mean, you can't set repeating alarms? @115833","CUSTOMER: Amazon Alexa is truly disappointing. What do you mean, you can't set repeating alarms? @115833
AmazonHelp: @413928 Hi Michele, have you tried asking Alexa to repeat alarms? You can find more info here: https://t.co/ldE1gpof0f. ^JJ
CUSTOMER: @AmazonHelp Omg thank you! We were having trouble","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0075,2881282,2881282,僕はAmazonなんて利用したことも無いしましてや有料サイトなぞ使用したこともありませんが、何故にこんなようなメールが来るのだろうか(?_?) https://t.co/2QrId44qZG,"CUSTOMER: 僕はAmazonなんて利用したことも無いしましてや有料サイトなぞ使用したこともありませんが、何故にこんなようなメールが来るのだろうか(?_?) https://t.co/2QrId44qZG
AmazonHelp: @799499 リプライ失礼いたします、Amazon公式アカウントです。当サイトを装ったメールやSMSにてお客様の情報を不正に取得しようとする悪質な詐欺が発生しています。身に覚えのないメールやSMSに記載のあるリンクをクリックしたり、連絡先にご連絡いただかないようお願いいたします。HM
CUSTOMER: @AmazonHelp わざわざありがとうございますm(_ _)m
AmazonHelp: @799499 リプライいただきありがとうございます。どうぞよろしくお願いいたします🙇 HM
CUSTOMER: @AmazonHelp わざわざすいませんでした(&gt;_&lt; )m(_ _)m",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0076,987817,987817,@115821 suddenly from nowhere Rs. 3192 deducted as Amazon Membership. Plz refund https://t.co/wtOZrFNLnU,"CUSTOMER: @115821 suddenly from nowhere Rs. 3192 deducted as Amazon Membership. Plz refund https://t.co/wtOZrFNLnU
AmazonHelp: @354052 That's strange, Sayantan. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we’ll assist you. ^NK
CUSTOMER: @AmazonHelp Hi I had an https://t.co/GD2YYEdlxm student prime account and that got automatically renewed. Plz cancel that and refund my money! https://t.co/8HM0n9tXPo
AmazonHelp: @354052 Sorry to see that. Please contact us here: https://t.co/hApLpMlfHN by chat so an agent can look into this for you. ^JJ
CUSTOMER: @AmazonHelp Can't see the chat option..I have requested by dropping mail. Please help. Cancel the membership and refund the money deducted https://t.co/0vYSafjWEH
AmazonHelp: @354052 You can cancel your membership here: https://t.co/cHzAHIDRJ0 If benefits haven't been used, you'll receive a refund. ^LB
CUSTOMER: @AmazonHelp Thanks a lot..I have cancelled and it says the refund will be made",Prime membership and benefits,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
