example_id,conversation_root_id,tweet_id,customer_message,context,weak_intent,reviewer_intent,reviewer_notes
human-train-0046,544458,544458,@115830 not particularly happy paying a prime membership to be waiting weeks for deliveries. 3 of my parcels say this! https://t.co/vDMbTXAMub,"CUSTOMER: @115830 not particularly happy paying a prime membership to be waiting weeks for deliveries. 3 of my parcels say this! https://t.co/vDMbTXAMub
AmazonHelp: @246500 Oh no! I'm terribly sorry to see this! Have you had a chance to select the 'Get a Replacement or Refund' option? If not, please do so. If you have any issues with completing this, please reach out to us here: https://t.co/JzP7hlA23B. ^RO",Prime membership and benefits,Account access and security,
human-train-0047,1399366,1399366,Ce soir je teste pour vous : La livraison Amazon Prime entre 19h et 22h. (TRUE FACT : J'espère juste que le livreur daignera sonner),"CUSTOMER: Ce soir je teste pour vous : La livraison Amazon Prime entre 19h et 22h. (TRUE FACT : J'espère juste que le livreur daignera sonner)
AmazonHelp: @445387 Bonjour, J'espère que vous allez bientôt recevoir votre colis. ^MD",Prime membership and benefits,Delivery and order fulfillment,
human-train-0048,2273283,2273283,"@116928 Vuestro servicio de prime es una mierda, hice un pedido el miercoles y estando a sabado aun no me ha llegado..👏🏻","CUSTOMER: @116928 Vuestro servicio de prime es una mierda, hice un pedido el miercoles y estando a sabado aun no me ha llegado..👏🏻
AmazonHelp: @661267 Hola Sergio, lamentamos el inconveniente. ¿El pedido fue vendido y gestionado por Amazon o por algún vendedor externo? ^MB
CUSTOMER: @AmazonHelp Si esta todo correcto es vendido y gestionado por amazon
AmazonHelp: @661267 Entiendo, ¿has contactado con el transportista directamente? ^MB
CUSTOMER: @AmazonHelp No, pone que esta en reparto desde el miercoles
AmazonHelp: @661267 Comprendo Sergio, puedes decirnos cual es transportista encargado de la entrega? ^PC",Prime membership and benefits,"Product condition, item accuracy, and seller issues",
human-train-0049,2113609,2113609,@115830 Prime is an absolute god send when christmas is concerned ! I suggest everyone signs up ! #AmazonPrime,"CUSTOMER: @115830 Prime is an absolute god send when christmas is concerned ! I suggest everyone signs up ! #AmazonPrime
AmazonHelp: @623195 I personally love purchasing my Christmas presents on Amazon Prime too:) I hope you enjoy your festive shopping Kyle :) ^GA",Prime membership and benefits,Prime membership and benefits,
human-train-0050,1246828,1246828,"@115821 as a long time prime member, having to deal with #AmazonLogistics is going to make you lose a loyal customer. #goingbackwards","CUSTOMER: @115821 as a long time prime member, having to deal with #AmazonLogistics is going to make you lose a loyal customer. #goingbackwards
AmazonHelp: @412524 My team would like to make sure this is escalated. Please send us your details here: https://t.co/FTeLVibTbP ^EP",Prime membership and benefits,"Pricing, offers, and product availability",
human-train-0051,1357701,1357701,#AmazonIndia... for a simple refund I have to follow up 15times and since one month m yet to receive my refund..,"CUSTOMER: #AmazonIndia... for a simple refund I have to follow up 15times and since one month m yet to receive my refund..
AmazonHelp: @436540 I'm sorry about the refund issues. Please share your details here: https://t.co/GIJyeYqKE0. We'd like to help. ^ VN","Returns, refunds, and charges",Other/Unclear/non-substantive,
human-train-0052,972248,972248,Thanks @117795 for the $106 charge @2258:30am for a subscription I don't have,"CUSTOMER: Thanks @117795 for the $106 charge @2258:30am for a subscription I don't have
AmazonHelp: @350626 Hi, you can cancel Prime here: https://t.co/OXjMj8PCsE and you'll be refunded for unused service if eligible. ^JJ","Returns, refunds, and charges",Delivery and order fulfillment,
human-train-0053,2807301,2807301,@AmazonHelp please help me. I loaded a visa gift card into my payment methods and the site won’t let me make purchases with it. Ideas?,"CUSTOMER: @AmazonHelp please help me. I loaded a visa gift card into my payment methods and the site won’t let me make purchases with it. Ideas?
AmazonHelp: @782932 Hrm! That is rather strange Ian! When you try to use the card, what error message do you get? Have you checked to make sure you entered in all of the relevant data correctly when you registered the card? ^JD
CUSTOMER: @AmazonHelp I confirmed the card was activated and removed and added it to amazon wallet twice. Should be fine. I did this last year with no issues.
AmazonHelp: @782932 Thanks for that information, Ian! What kind of error message are you receiving when you try to place your order? ^AR
CUSTOMER: @AmazonHelp We're writing to let you know that the payment for your Amazon Gift Card Balance Reload has been declined. The issuing bank may have declined the charge if the name, expiration date, or ZIP Code you entered at https://t.co/BIg9MPdUPB does not exactly match the bank's information.
AmazonHelp: @782932 Thanks for this, it really helps. Do you know if your prepaid card has enough funds on it to cover possible taxes associated and a $1.00 authorization fee? ^DW
CUSTOMER: @AmazonHelp It just says processing... and then eventually cancels the order as a ""problem with payment method"" real helpful :)","Returns, refunds, and charges",Customer service escalation and feedback,
human-train-0054,2211803,2211803,"@115850  ordered a product form your website in 21st. received it on 23, now its 3rd day nd the product has started leaving his color. Please refund my money. Nd for your kind information i won't have the packaging so accept it nd refund my money..","CUSTOMER: @115850  ordered a product form your website in 21st. received it on 23, now its 3rd day nd the product has started leaving his color. Please refund my money. Nd for your kind information i won't have the packaging so accept it nd refund my money..
AmazonHelp: @443659 My apologies for the experience you've had with the item, Anand. Please reach out to us via: https://t.co/7E254QtTus and we will be happy to have this checked. ^KS","Returns, refunds, and charges","Digital products, devices, and apps",
human-train-0055,1200320,1200320,"@115821 @115850  Where is my refund? I am going to file FIR against @149473  and @115850 
Damaged product and lots of confusion","CUSTOMER: @115821 @115850  Where is my refund? I am going to file FIR against @149473  and @115850  Damaged product and lots of confusion
AmazonHelp: @402030 I understand your  concern is regarding refund. (1/2)^VH
AmazonHelp: @402030 Kindly contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. (2/2)^VH","Returns, refunds, and charges","Returns, refunds, and charges",
human-train-0056,708567,708567,It is so easy to o̶r̶d̶e̶r̶ ̶f̶r̶o̶m̶ return products to @115821.,"CUSTOMER: It is so easy to o̶r̶d̶e̶r̶ ̶f̶r̶o̶m̶ return products to @115821.
AmazonHelp: @289386 We're here to help! Without posting personal account information, please tell us more about how we can assist. ^FR
CUSTOMER: @AmazonHelp You’re doing a great job. I was complimenting you on your easy process of returning products.","Returns, refunds, and charges",Account access and security,
human-train-0057,248620,248620,"@115850
DearTeam why not Return pickup my product
What happened
I want to Return bad product
Why not picking Product ID-
4__credit_card__","CUSTOMER: @115850 DearTeam why not Return pickup my product What happened I want to Return bad product Why not picking Product ID- 4__credit_card__
AmazonHelp: @175067 Don’t provide your order details as it is personal information. Our Twitter page is visible to public.(2/2) ^RS
CUSTOMER: @AmazonHelp What I do ??? Whatwere . . Why u nit pickup Return telle It's ur team sharmless .... Do u understand Don't give me what I do ??? Fake Amazon
AmazonHelp: @175067 Please get in touch with our support team using the link provided earlier. ^AG
CUSTOMER: @AmazonHelp 9821215658  Call.back me
AmazonHelp: @175067 You may request an immediate call from us by submitting your details here: https://t.co/vlvfJr4nN9. ^HK
CUSTOMER: @AmazonHelp I'm already updated my details  Kindly find you and revert me
AmazonHelp: @175067 Thanks for the update. Our team would reach out to you soon. ^VM","Returns, refunds, and charges",Other/Unclear/non-substantive,
human-train-0058,1656196,1656196,@AmazonHelp will you going to refund my money or not.?,"CUSTOMER: @AmazonHelp will you going to refund my money or not.?
AmazonHelp: @425388 Hello, we don't have access to your account. Would you tell us more about the situation? What country are you located in? ^AM
CUSTOMER: @AmazonHelp I am from india..! and your customer care executive was making  my fool for past 2 months.. its been to months since i dint refund my money
AmazonHelp: @425388 I'm sorry for the trouble. Kindly drop in your details again here: https://t.co/beaaDm0muc &amp; we'll get back with an update. ^EM","Returns, refunds, and charges",Customer service escalation and feedback,
human-train-0059,873767,873767,@AmazonHelp I started a return but never got a packaging slip. Says my refund won’t be processed until return the item. Any tips?,"CUSTOMER: @AmazonHelp I started a return but never got a packaging slip. Says my refund won’t be processed until return the item. Any tips?
AmazonHelp: @327443 Sure thing, Jessica! Have you tried checking your email for a return label? Spam &amp; junk folders included! Let us know! ^SA
CUSTOMER: @AmazonHelp No luck! And when I got to the order I’m unable to print the packing slip there either. Should I cancel the return and try again?
CUSTOMER: @AmazonHelp Nevermind, @AmazonHelp! Just got an email with the return label. Thanks for the help.","Returns, refunds, and charges","Digital products, devices, and apps",
human-train-0060,418812,418812,@115850 Am going to file the case against the amazon . already send back ur product still u didnt refund my money .,"CUSTOMER: @115850 Am going to file the case against the amazon . already send back ur product still u didnt refund my money .
AmazonHelp: @214890 It must be worrisome. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC
CUSTOMER: @AmazonHelp 960071223
AmazonHelp: @214890 We cannot access your account over Twitter. Please share your details in the link shared earlier. ^HN
CUSTOMER: @AmazonHelp am tired calling ur customer services they are giving the different excuses everytime n
AmazonHelp: @214890 I do get your concern, please share your details in the above link and we'll check this for you. ^HN
CUSTOMER: @AmazonHelp WTF I have return the product back to u and u are not returning my money bloody choor
AmazonHelp: @214890 Have you shared your details through the secured link as requested? ^HK","Returns, refunds, and charges","Returns, refunds, and charges",
human-train-0061,2880519,2880519,"@AmazonHelp In item page its showing COD eligible for Red Mi 4 16GB, but on checkout page its showing POD not available. IS THIS A JOKE OR WHAT?!! After waiting one week this is the result. Shame of u Amazon.in 😡 https://t.co/dS9nlYGf1o","CUSTOMER: @AmazonHelp In item page its showing COD eligible for Red Mi 4 16GB, but on checkout page its showing POD not available. IS THIS A JOKE OR WHAT?!! After waiting one week this is the result. Shame of u Amazon.in 😡 https://t.co/dS9nlYGf1o
AmazonHelp: @799352 I'm sorry to inform you that cash on delivery is not eligible to some selected pin codes. Kindly place the order using another payment method. I'll be sure to pass on your feedback to the concerned team internally. ^AU
CUSTOMER: @AmazonHelp But it is showing eligible for CASH ON DELIVERY with my pin code only on the item page check the images first carefully!
AmazonHelp: @799352 The availability of the COD as payment method would depend and differ based on pincodes and courier restriction in your area. You'd be able to view this on the checkout page. However, I'll pass on your feedback internally to the relevant team. ^EM
CUSTOMER: @AmazonHelp When they are not eligible then they should stop showing that item eligible for COD for our pin code. Need no more help already the sale ended.
AmazonHelp: @799352 I understand your concern regarding the availability of the COD on your pin code. I've noted your comments and will forward this feedback internally. ^SC","Pricing, offers, and product availability","Digital products, devices, and apps",
human-train-0062,950247,950247,"@115850  wanna replace my iphone 6 with a new Apple iPhone 6(Space Grey, 64GB) .its not available since a week. wen it will be available?","CUSTOMER: @115850  wanna replace my iphone 6 with a new Apple iPhone 6(Space Grey, 64GB) .its not available since a week. wen it will be available?
AmazonHelp: @345381 I understand your concern. I will have this feedback forwarded to the concerned team internally. ^MK","Pricing, offers, and product availability",Prime membership and benefits,
human-train-0063,2930101,2930101,"@AmazonHelp When I sign in, I am being served a higher price than when I am not signed in. How can I make a purchase at the price shown before I sign in? https://t.co/uoDepGocOp","CUSTOMER: @AmazonHelp When I sign in, I am being served a higher price than when I am not signed in. How can I make a purchase at the price shown before I sign in? https://t.co/uoDepGocOp
AmazonHelp: @810556 Hey, sorry to hear that, contact us here:  https://t.co/hApLpMlfHN we'd like to take a closer look into this please ^AS","Pricing, offers, and product availability","Product condition, item accuracy, and seller issues",
human-train-0064,345891,345891,"@AmazonHelp Does Amazon Canada offer @2293 keys, or is it just physical copies for PC games?","CUSTOMER: @AmazonHelp Does Amazon Canada offer @2293 keys, or is it just physical copies for PC games?
AmazonHelp: @198313 We'd like to help, is this in reference to a specific game? Can you link us to the product page? ^AG
CUSTOMER: @AmazonHelp I am looking for the following game: https://t.co/PcxEP67pEf
AmazonHelp: @198313 Looking at this title, I'm not seeing any specific support or digital version via Steam is included with the DVD. ^JR","Pricing, offers, and product availability","Returns, refunds, and charges",
human-train-0065,2950831,2950831,@AmazonHelp Can I get some help here? impossible to get the discount on the new Hearthstone Expansion with the code given by Amazon services https://t.co/gYRyto7l2P,"CUSTOMER: @AmazonHelp Can I get some help here? impossible to get the discount on the new Hearthstone Expansion with the code given by Amazon services https://t.co/gYRyto7l2P
AmazonHelp: @814866 Hello, i'm sincerely sorry for the inconvenience caused by this incident. Did you report this to our customer service, please? ^ SB","Pricing, offers, and product availability","Returns, refunds, and charges",
human-train-0066,2863431,2863431,"Hey @115830, do the No Rush rewards ever expire for pantry discount?","CUSTOMER: Hey @115830, do the No Rush rewards ever expire for pantry discount?
AmazonHelp: @795382 Hi there! Thanks for reaching out. The original email that includes information on how to redeem your rewards will also include information on when your rewards expire. ^LH","Pricing, offers, and product availability",Delivery and order fulfillment,
human-train-0067,1651538,1651538,"@115850 I'm trying to buy oneplus 5,  buy not getting sony xperia z option in exchange. It was coming till yesterday. Help! https://t.co/tajsbvCQ1P","CUSTOMER: @115850 I'm trying to buy oneplus 5,  buy not getting sony xperia z option in exchange. It was coming till yesterday. Help! https://t.co/tajsbvCQ1P
AmazonHelp: @504351 Was that screenshot taken yesterday when you could see it? ^HK
CUSTOMER: @AmazonHelp Yes, I was able to see xperia z option yesterday, can u help is this?
AmazonHelp: @504351 Exchange options are determined by our buyback partners and may change from time to time. (1/2). ^MO
AmazonHelp: @504351 Kindly refer the link: https://t.co/Lxmi5Fdk9D for more information. (2/2) ^MO","Pricing, offers, and product availability","Product condition, item accuracy, and seller issues",
human-train-0068,130747,130747,1/ @115850 Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email: http://t.co/6YtfYm0aLN,"CUSTOMER: 1/ @115850 Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email: http://t.co/6YtfYm0aLN
AmazonHelp: @145514 Our customers' security is our utmost important concern &amp; we take all necessary steps to safe guard their info. I assure you. ^AN
CUSTOMER: @115850 @AmazonHelp ur __email__ seems not working so attaching the proof of mail sent here: #BTSOfferSCAM http://t.co/PFHFyLowFj
CUSTOMER: @145514 @115850 @AmazonHelp  https://t.co/iVeZgEFtAo","Pricing, offers, and product availability","Product condition, item accuracy, and seller issues",
human-train-0069,1058078,1058078,"@115833 @115830 why don’t you offer a trade-in program for older Echo devices. Recycle, repurpose, donate to schools etc. Silly not to","CUSTOMER: @115833 @115830 why don’t you offer a trade-in program for older Echo devices. Recycle, repurpose, donate to schools etc. Silly not to
AmazonHelp: @369814 Hi, thanks for the suggestion! We welcome feedback like yours so that we can continue to improve our services, much appreciated. ^TS","Pricing, offers, and product availability",Prime membership and benefits,
human-train-0070,379634,379634,"@119625 O am curious to know when @18283 Season 3 will be available in india
Eagerly waiting finished the early 2 seasons","CUSTOMER: @119625 O am curious to know when @18283 Season 3 will be available in india Eagerly waiting finished the early 2 seasons
AmazonHelp: @206060 We haven't had an announcement for season 3 yet. Kindly stay tuned to https://t.co/98jNQaanQg for an update. ^SA","Pricing, offers, and product availability",Prime membership and benefits,
human-train-0071,1146913,1146913,@115850  started scam send fake products to customer it happens with me,"CUSTOMER: @115850  started scam send fake products to customer it happens with me
AmazonHelp: @389935 Kindly write to us with more info, here: https://t.co/vlvfJr4nN9. (2/2)^YP
AmazonHelp: @389935 Our apologies if you've been through any hassle. We'd like to understand more about this and assist. (1/2)
CUSTOMER: @AmazonHelp The Product was in Dubai but they are lying since 15 days and everyone are telling. Lies and no one stand there commitment.
CUSTOMER: @AmazonHelp But yesterday I got a call from shop world that we received your product in damage condition,
CUSTOMER: @AmazonHelp I have order smart watch on 24 sep 17 as per estimate delivery was 20th Oct,that was failed. And seller told me u will receive on 30th oct
AmazonHelp: @389935 here: https://t.co/GIJyeY99fq and I'll get in touch with you. 2/2 ^MK
AmazonHelp: @389935 I'm extremely sorry for the inconvenience, Harshvardhan. Please share your details 1/2 ^MK",Account access and security,"Returns, refunds, and charges",
human-train-0072,2664956,2664956,When people say that the don’t have an @115830 account I wonder how they make it through week #amazon #getsmethroughtheweek #lastminutemum,"CUSTOMER: When people say that the don’t have an @115830 account I wonder how they make it through week #amazon #getsmethroughtheweek #lastminutemum
AmazonHelp: @750874 I totally agree Nicola. Happy shopping! ^KM",Account access and security,Account access and security,
human-train-0073,2866064,2866064,"Dear @115821 ,
I️ am currently heartbroken that my account has been deleted. Please restore my account . 😭 
Sincerely ,
A loyal customer","CUSTOMER: Dear @115821 , I️ am currently heartbroken that my account has been deleted. Please restore my account . 😭  Sincerely , A loyal customer
AmazonHelp: @796041 Have you had a chance to reach out to our Customer Service? What information or options were they able to provide you?  If not, you can reach us here: https://t.co/jzvkhdlrK5 ^EA
CUSTOMER: @AmazonHelp Yes I’ve called and after being put on 30 holds was told they’ll get back to me in 2 or so business days .",Account access and security,"Pricing, offers, and product availability",
human-train-0074,442868,442868,@AmazonHelp does an item have to be shipped before money is withdrawn from my account,"CUSTOMER: @AmazonHelp does an item have to be shipped before money is withdrawn from my account
AmazonHelp: @145872 Hi Ryan. We only charge the selected payment method for an order at the moment it's physically preparing to ship. ^DC",Account access and security,Customer service escalation and feedback,
human-train-0075,1601833,1601833,"@AmazonHelp received an email saying I have changed my password , I haven’t. I now can’t access site. Please help me get a new pw please.","CUSTOMER: @AmazonHelp received an email saying I have changed my password , I haven’t. I now can’t access site. Please help me get a new pw please.
AmazonHelp: @410949 Hello! Please reach out to our via phone/chat so we can get you assistance in real-time: https://t.co/JzP7hlA23B ^RM",Account access and security,Other/Unclear/non-substantive,
human-train-0076,954149,954149,@115830 It's been over 55hrs and no help/call back after fraud on my account. 3 people have promised it. They even allowed further fraud.,"CUSTOMER: @115830 It's been over 55hrs and no help/call back after fraud on my account. 3 people have promised it. They even allowed further fraud.
AmazonHelp: @346398 I'm sorry to hear this! Have you checked your Spam/Junk folders for an e-mail from an Account Specialist? ^GL
CUSTOMER: @AmazonHelp Yes. Not to mention I have been promised phone calls. Did you warn customers hacks are going on?
AmazonHelp: @346398 Thanks for the info. We'd like to take a closer look into this. Please send us your details here: https://t.co/mgbgvyzQI2 ^GG
CUSTOMER: @AmazonHelp My account was put on hold this afternoon asmftwr the girl yesterday failed to do it and more purchases got approved. I can't access that
AmazonHelp: @346398 There should be a 'skip sign in' option towards the bottom of the page that you can select. ^KP
CUSTOMER: @AmazonHelp Oh good.....more time to wait for anyone to give me an answer.",Account access and security,Prime membership and benefits,
human-train-0077,416675,416675,"@AmazonHelp WTFwhy do I keep getting a error with my account saying""there was a problem your password is not correct I havereset the thing 5","CUSTOMER: @AmazonHelp WTFwhy do I keep getting a error with my account saying""there was a problem your password is not correct I havereset the thing 5
AmazonHelp: @214405 I'm sorry for the log-in issues! Have you received any e-mail in your inbox or spam folders from our Account team? ^WT
CUSTOMER: @AmazonHelp No not a single one
AmazonHelp: @214405 Please reach out using the trailing link so this can get looked into: https://t.co/scrFUZKZhj ^DO",Account access and security,"Pricing, offers, and product availability",
human-train-0078,439714,439714,@115850 it took 200 cases for you people to figure out this scam! I reported this few months back :) #taketweetsseriously https://t.co/ysBrEDvdhb,"CUSTOMER: @115850 it took 200 cases for you people to figure out this scam! I reported this few months back :) #taketweetsseriously https://t.co/ysBrEDvdhb
AmazonHelp: @219380 Thanks for the heads up. We'll get this reviewed internally. ^SG",Account access and security,"Pricing, offers, and product availability",
human-train-0079,2887387,2887387,Hey @115821!! Thx for locking me out of my account and reversing all the orders I made on #CyberMonday!!!,"CUSTOMER: Hey @115821!! Thx for locking me out of my account and reversing all the orders I made on #CyberMonday!!!
AmazonHelp: @347543 I am sorry to hear you have been locked out your account. Have you received any emails from ourselves explaining why this might have happened? Have you had any unauthorised orders made on your account?^SM",Account access and security,"Product condition, item accuracy, and seller issues",
human-train-0080,2792021,2792021,@115821 I cannot log in despite going through the password change. You have not responded to my email. Problems? #amazon,"CUSTOMER: @115821 I cannot log in despite going through the password change. You have not responded to my email. Problems? #amazon
AmazonHelp: @779221 I'm sorry you haven't received a reply yet. Please call us at: 1-866-216-1072 so we can help sort this out. ^CO
CUSTOMER: @AmazonHelp Talked to Patrice in your customer service. No help. 24 hours? Wow! #amazon",Account access and security,"Returns, refunds, and charges",
human-train-0081,2869552,2869552,"amazon名乗る架空請求?ってやつっぽいのきたんだけどww

絶対関係ないやつ😂😂

一瞬金払ってないかと思ったし
怖い怖い","CUSTOMER: amazon名乗る架空請求?ってやつっぽいのきたんだけどww  絶対関係ないやつ😂😂  一瞬金払ってないかと思ったし 怖い怖い
AmazonHelp: @796862 当サイトの名を騙るフィッシングや架空請求詐欺が増えております。そのようなメールに記載されているURLや番号はクリックしないようお気を付けください。Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM",Other/Unclear/non-substantive,"Returns, refunds, and charges",
human-train-0082,975765,975765,"@AmazonHelp お気遣い感謝いたします(*^^*)
ありがとうございました。","CUSTOMER: @AmazonHelp お気遣い感謝いたします(*^^*) ありがとうございました。
AmazonHelp: @351237 とんでもないことでございます。どうぞよろしくお願いいたします。TN",Other/Unclear/non-substantive,Other/Unclear/non-substantive,
human-train-0083,142000,142000,Amazonから荷物が届いたいいたい痛いからちょ https://t.co/cKcEQeME1p,"CUSTOMER: Amazonから荷物が届いたいいたい痛いからちょ https://t.co/cKcEQeME1p
AmazonHelp: @148045 （´-`）.｡oO ( 気に入っていただけているようでうれしいです・・・🐱🙏 )HM
CUSTOMER: @AmazonHelp 開けてすぐ飛び込みましたｗｗありがとございます(●´ω｀●)
AmazonHelp: @148045 リプライありがとうございます！梱包材に隠れて楽しそうでついお声がけさせていただきました😄　 今後もAmazon(と箱)をご愛顧いただければ幸いです(ノ)･ω･(ヾ)ﾓﾌﾓﾌ HM
CUSTOMER: @AmazonHelp いつもお世話になっております〜〜うちのモフモフをともに今後もよろしくおねがいします(●´ω｀●)🐾
AmazonHelp: @148045 ฅ*•ω•*ฅ♡　🙌 HM",Other/Unclear/non-substantive,Prime membership and benefits,
human-train-0084,1442568,1442568,@116928 1 dia de entrega (de vie a lun) otra vez con 3 dias de retraso (de vie a jue!) Aprendan de @60033 y @60034,"CUSTOMER: @116928 1 dia de entrega (de vie a lun) otra vez con 3 dias de retraso (de vie a jue!) Aprendan de @60033 y @60034
AmazonHelp: @432687 Hola, BR. ¿Podrías confirmarnos la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR
CUSTOMER: @AmazonHelp Os vale la fecha de la amazon app? https://t.co/gD0QfHkMwA
AmazonHelp: @432687 ¿Has entrado en contacto con la compañía de transporte para obtener más detalles? ^JQ",Other/Unclear/non-substantive,"Returns, refunds, and charges",
human-train-0085,422919,422919,"@116618 why your tv apps so terrible? Its not even an MVP quality, gets frozen all the time and not the mention awful UX😢","CUSTOMER: @116618 why your tv apps so terrible? Its not even an MVP quality, gets frozen all the time and not the mention awful UX😢
AmazonHelp: @215709 I'm sorry to hear this. Are you referring to a particular app? ^PK
CUSTOMER: @AmazonHelp So? Hello? Any solutions?
AmazonHelp: @215709 Hi - have you tried to clear the Data on the Video App ? ^TD
CUSTOMER: @AmazonHelp Yes, also reset, back to factory settings again and again. These are temp. fixes, why does it happen with Amazon while doesnt with Netflix?
AmazonHelp: @215709 Let us know if these steps help: https://t.co/fBZCBym89C We want to help in any way we can! ^KN
CUSTOMER: @AmazonHelp Amazon Video app on Sony Bravia. Netflix was on for 10 hours, all good, im just trying to watch a single episode on Amazon, it is a sldeshow",Other/Unclear/non-substantive,"Product condition, item accuracy, and seller issues",
human-train-0086,533198,533198,Amazonプライムの30日無料って勝手に継続されるわけじゃないよな？,"CUSTOMER: Amazonプライムの30日無料って勝手に継続されるわけじゃないよな？
AmazonHelp: @243529 こんばんは、Amazonです。プライム無料体験申し込み時にもご案内しているように、設定をご変更されなければ、30日間期間終了後、自動的に本会員に移行します。更新をご希望でなければ、設定の変更をお願いいたします。https://t.co/JrKFIyt2XV RI
CUSTOMER: @AmazonHelp どうも
AmazonHelp: @243529 いきなりのリプライ失礼いたしました。ご不明な点がありましたら、どうぞお気軽に公式までお問い合わせください。 RI
CUSTOMER: @AmazonHelp ありがとうございます。 またお世話になります。
AmazonHelp: @243529 これからも末永くご愛顧賜りますよう…。 RI",Other/Unclear/non-substantive,"Product condition, item accuracy, and seller issues",
human-train-0087,2230039,2230039,"Ohai @115850 your on-ground executives are lying to your faces and I have proof. 

Get your shit together","CUSTOMER: Ohai @115850 your on-ground executives are lying to your faces and I have proof.   Get your shit together
AmazonHelp: @650797 Looks like you had an unpleasant experience with us and I'm sorry about it. Please tell us more about the issue so we can assist accordingly. ^MP
CUSTOMER: @AmazonHelp Sure.",Other/Unclear/non-substantive,"Product condition, item accuracy, and seller issues",
human-train-0088,1247171,1247171,One of the leading cheating online shopping portal #AmazonGreatIndianFestival @AmazonHelp https://t.co/jsXLSdogpl,"CUSTOMER: One of the leading cheating online shopping portal #AmazonGreatIndianFestival @AmazonHelp https://t.co/jsXLSdogpl
AmazonHelp: @366939 Sorry to know that, have you reported this to our support team here: https://t.co/R3EfhzgU8B? ^PS",Other/Unclear/non-substantive,"Returns, refunds, and charges",
human-train-0089,2669271,2669271,Amazon のこの梱包クッソ笑うｗ https://t.co/ZzcWhC0ucC,"CUSTOMER: Amazon のこの梱包クッソ笑うｗ https://t.co/ZzcWhC0ucC
AmazonHelp: @751800 Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN",Other/Unclear/non-substantive,"Digital products, devices, and apps",
human-train-0090,73600,73600,#Amazon # Delivering Sadness# Received Fake Product # worst customer Experience in the world # Amazon #@132458 #@132459 #@132460 #No replacement # Amazon flooding fake product in India # Stop shopping at Amazon#Lets uninstall Amazon from India # https://t.co/XqGdV7rON1,"CUSTOMER: #Amazon # Delivering Sadness# Received Fake Product # worst customer Experience in the world # Amazon #@132458 #@132459 #@132460 #No replacement # Amazon flooding fake product in India # Stop shopping at Amazon#Lets uninstall Amazon from India # https://t.co/XqGdV7rON1
AmazonHelp: @131812 I get your situation. We've responded to your concern here: https://t.co/80GCWwU5Qi. Request you to check and do the needful. ^HS
CUSTOMER: @AmazonHelp Stop selling fake bose product in India
CUSTOMER: @AmazonHelp Don't tell stories! I need original speakers at any cost!",Other/Unclear/non-substantive,Account access and security,
