conversation_root_id,customer_message,amazonhelp_response
2887374,Que majos son los del chat ayuda de @116928,@800697 Hola Gemini. ¡Es lindo saber que has tenido una buena experiencia en Amazon! ❤ Tus comentarios nos motivan a ser los mejores. 😍 ^DB
389628,@115850 your customer service disappoints me every time.,@208232 Our apologies. Could you tell us more about your concern for better assistance? ^YP
473364,"@116316 Innerhalb von einer Woche verzögern sich zwei Pakete, durch den Zusteller @122924.. Danke liebes @122924 Team, dass ihr so großartig seit. ../..-.-""","@227710 Hi, das hört sich ja gar nicht gut an. :(
Hat deine Lieferung das voraussichtliche Lieferdatum denn schon überschritten? ^AM"
989550,What the heck? @115850  I've been tweeting about it for last 3 days and atlast you put the blame on me?? https://t.co/0XYjKyQNGv,"@328345 Please reply to the email you received from our specialist team to assist you further. (2/2)^HR @328345 As this is a social media platform, we can't view your account/order details. (1/2)^HR"
2960450,"Los de @116875 ""entregaron"" un paquete en mi casa pero no hay nadie 🤔","@817049 ¡Hola Aitor! Sin compartir información personal ni confidencial, ¿Podrías indicarnos si el producto es vendido directamente por Amazon o si ha sido vendido por un vendedor externo? ^ PC"
2868390,"@117634 just bought the Fire 10 tablet and everything works except Netflix. It sticks on loading screen, cleared cache, force stop, reinstalled multiple time. Anything I am missing? Don’t want to return but may have to.","@796591 Thanks for reaching out! Did you check to see if there were any updates for your new Kindle? If you've already checked that, please reach out to us here to troubleshoot further: https://t.co/hApLpMlfHN ^EA"
2309809,"@AmazonHelp been a month since I made my purchase. Still not in stock, still no update. So I'm guessing it will not show up till Christmas.",@669917 Sorry for the wait! Please continue to check your messages for an updated delivery date of the item. ^TH
2888348,"Never realised @AmazonHelp customer service is extremely poor in its service, rep has left me on hold for 22 minutes. Not sure if she is going to bother!!! 😂😂","@132436 Oh no! I'm sorry for your experience! Without giving any sensitive order or account information, would you mind telling me what's going on? ^VF"
266484,"@AmazonHelp Hey, haven’t got my Battlefront 2 beta access code?",@179484 I'm sorry for the wait! When did you place your pre-order? ^JM
1990144,Ordered #MacBook from @115821 they cancelled order but charge still on my card. After a month no laptop no refund. “Nothing they can do” wtf,"@125513 I'm terribly sorry for the trouble, Elizabeth! Was your order shipped by Amazon directly or by a third-party seller? ^NC"
2542960,"@115821 Dearest Amazon,
The esitamed delivery date for my package is tomorrow, but according to the tracking USPS is still waiting to receive it from you. Help?","@722962 Sorry for the confusion over the tracking Vicki. It could be that your order has gone out with another courier, can you contact us on  https://t.co/JzP7hlA23B so we can have a further look. ^SA"
2740657,"@115830 changed my personal account over to a business account in error. Changed back to personal and lost my Prime, Music Unlimited and Transaction history. #Fixitplease",@767783 We're unable to access account information via Twitter. We'd help. Please contact us directly via phone or chat here: https://t.co/JzP7hlA23B ^JF
970982,"@115850 I placed first order, you cancelled it. I placed second order and it arrived in my city on 15 oct 6:48 am.It's been a week and 1/2 https://t.co/npu6vv7sQh",@192219 Apologies for the delay with the order. This usually doesn't happen. Please connect with us (1/2) ^KA @192219 here: https://t.co/00q4Sqj9zL and we'll check this. (2/2) ^KA
344614,@117795 and 8 items stuck in cart waiting for another $5.99 delivery and tip? #verygrumpycustomer,@197975 I'm sorry for the frustration! We'd like to take a closer look at this and assist you directly here: https://t.co/bEdHnyujXK ^JR
2795366,@AmazonHelp My vacation will be ruined because your two day shipping has now taken 5 days and still no package.,@780044 I'm sorry about the wait! What is the delivery date noted in the order confirmation e-mail here: https://t.co/Bq0keFo7dj? Who is the assigned carrier for your shipment? We want to look into this for you. ^SH
1850253,@115830 Please can you Follow me back to help me sort out a issue regarding a order thank you,@553925 We'd like to help. Please select the link below to send us a DM. Pls don't provide any account info. ^FJ https://t.co/1XyLaGkcaN
472478,". @115850 @AmazonHelp @119862 @3021 What's the use of providing HDFC offer, if the payment via my HDFC card keeps failing? Tried 4 times till now, ORDER #
406-8984446-2310766 @132994 @139570","@218360 A payment failure usually occurs if the bank fails to approve the transaction before our payment gateway closes. Kindly reach out to your bank's support team, as they'd be able to help you further in this regard. Appreciate your understanding. ^EM"
2761694,"#hearusamazon #amazonin Very unsatisfied sellers on Amazon.
Time to stop selling and start buying. Buyers can earn more on Amazon than Sellers. Worst Seller Support. Fed Up with Stupid Amazon policies.",@451315 Apologies for the experience. We'd like to have a closer look on your query. Please share your details here: https://t.co/GIJyeYqKE0. ^BS
553328,Big shout out to #Dynamax for making my one day shipping last over two days... Still didn't get my package. @115821 should no longer support this delivery service.,@249043 Hi! I'm sorry that you haven't received your package. Do you see a new expected delivery date in your tracking? You can find it here: https://t.co/Y5jpI9gRhE Let us know! ^DA
931676,I signed up for amazon prime when drunk but I don't remember what email I used so I can't cancel it 😧,"@341003 Uh oh! If you remember the e-mail, cancel here: https://t.co/ReaGqh8Kcv, or call us for help: https://t.co/x1KSTv0hNY ^MB"
418812,@115850 Am going to file the case against the amazon . already send back ur product still u didnt refund my money .,@214890 It must be worrisome. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC
1190192,@AmazonHelp was expecting a parcel today and on my account it says it has been delivered to my house yet I havnt received it and neither have my neighbours? No card left either to say where it has been left,"@399744 Thank you for contacting us. We are here to help! Just to clarify which site are you using, https://t.co/4QMruY51pq .uk or any other one? ^SC"
1276399,Amazon let me down today for possibly the very first time. The disappointment is real right now,@418771 Oh no! Let's make this right! Can you let us know a little more about the issue you are having? ^BA
1300643,@115821 The picture that shows my package was delivered isn't my front door and I don't recognize it. What should I do?,"@423981 I'd like for a specialist to review this, Nick. Whenever you have the time, please tell us more here:https://t.co/iTbAWC6Lro. ^SK"
1065671,"@AmazonHelp i did not receive an item that shows as delivered, and can't find a way to report the issue via your site. please advise.","@371608 Rachel, I'm sorry you didn't receive your package. Click this link here to help you report the issue: https://t.co/oIsNR1rr9p ^SY"
1611050,@120540 in ottobre servizio PRIME  PESSIMO arriva dopo DUE giorni 🤢😡😡😡😡😡😡😡,@494501 Mi spiace! La data di consegna del tuo ordine è già trascorsa? ^FS
378980,@121284 @115833 we have a Alexa skill in hand and want to test it out. If possible sent it a bit quicker for us. https://t.co/CHUjqDusVo,"@205940 Request you to wait till the estimates, appreciate your understanding. 2/2 ^MJ @205940 I understand the thrill with this order. We dispatch &amp; deliver goods as per estimates. 1/2 ^MJ"
2689276,"@115830 yet another failure at delivery by 8pm tonight so let’s just make a date up to deliver...er 21Nov.
What are we paying £79 a year for?",@756091 Oh no! So sorry to hear this! Please contact us here: https://t.co/JzP7hlA23B so we can look into the issue in real time with you. ^AD
1881755,@115821 has delivered at least 20 pkgs in last 6mo. They can't find me to deliver yesterday?,@498436 Hi there- Sorry to hear this- Who is the carrier for your recent order may I ask? ^NV
2855266,@115830 are you actually taking the **** you're sending out parcels in zero packaging with massive great big non pealable stickers on the front. How is it possible to give this as a gift now. Also the 2nd parcel delivered in no packaging  was split open #CyberMonday #amazon https://t.co/uPLqauSkHj,"@450458 I'm sorry your parcel didn't arrive with the packaging you expected! To reduce materials used, https://t.co/ykTUEmdsQA works with manufacturers to box products in Certified Frustration-Free Packaging. Details here: https://t.co/qdJop3a7o5 ^BV"
144014,@115821 @115850 do you have any answer for this https://t.co/wmp41pSLtC,"@148568 the card payment through MPOS device cannot be guaranteed. We apologize for the inconvenience. (3/3) ^MO @148568 limited in number. We strongly suggest that you have the requisite cash in readiness when receiving the order, as (2/3) ^MO @148568 We cannot guarantee the availability of an MPOS device for card payment, for a COD order, as the devices are (1/3) ^MO"
1558043,"@AmazonHelp I just sent you a DM about an urgent issue with our Amazon Advantage account. We need help ASAP, how can we escalate? We've been emailing and calling all morning!",@481568 We have replied back to your DM. ^VS
868099,Inche @116875 porque me dices que mi pago no pasa si tengo espacio suficiente en mi tarjeta 😡😠,"@326115 Hola Adri, ¿contactaste con el banco para verificar el motivo del rechazo del pago? ^LG"
2278648,"@AmazonHelp hi
Dear amazon people 
U please stop committing if u can't fulfill ur promises.... I have initiated a return for one of my purchases but   nobody came to pick it after so many reminders n now u r saying that I should send it by  courier at ur place,  I mean why shou","@662537 I'm sorry about that, I’d like to help you with this. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^SM"
89218,Oh @AmazonHelp your support has failed me this morning and I'm terribly disappointed. Normally I rave about Amazon customer service but not today.,"@135294 This is definitely something we do not like to hear! Without providing any personal or account information, can you let us know what's going on? We'd love to help! ^JY"
2381828,"Thinking about cancelling my @115821 prime account, I have to drive almost 15 miles to pick up my packages. @118706 won’t deliver them to my house.#Amazon #USPS",@325130 I'm sorry to hear this! Did USPS give you a reason as to why they won't deliver them to your house? ^SY
2132780,"Shocking packaging, is this how you package all your hard drives @115830? https://t.co/V0AvJn3DoH","@627570 We're always looking for ways to improve, and providing packing feedback here will help: https://t.co/TuriGw2K9Y  ^FR"
570799,@115850 I still don't have any updates regarding the refund of my order. Improve your service like @4167 and interact with the customers,@254045 I understand you're concerned regarding the refund. Could you please confirm if you have shared your details in the link provided earlier to you via DM? ^AH
86247,"I ordered some replacement earring backs from @115821 and this is the box they arrived in. The item is in the top left, in case you can't see it amid all the packaging https://t.co/FEY2OgPs0c","@134828 Hello, please submit the packaging feedback form here: https://t.co/fxgZ6hTrFA ^CR"
2103427,@115850 @115821 How disappointing. It is more that 18 days now. And again @AmazonHelp needs more time. Is this the way you serve your customers? https://t.co/nFuNwbcaRH,"@481178 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^AS @481178 Sorry for the stretch. Please respond to the email we've sent and we'll reach out to you at the earliest. (1/2) ^AS"
1136546,@115850 Amazon is becoming now company of liars and jokers. all functions lie in tandem,@383922 Sorry for the situation. As mentioned earlier we've forwarded this as a feedback to the concerned team internally. ^KA
871134,So how am I meant to log in? @115821 https://t.co/b3IwkHCSFW,"@282020 Hey there, Paige! I'm sorry, but I'm not following. After creating the password are you asking how to get to this screen? ^TM https://t.co/TalRcvFX4n"
845253,"先月のカード請求なんとなく確認したらアマゾンの学生プライムの更新が勝手にされていたんだなぁ
無料半年期間終わってるの通知ないまま勝手に継続されていた…まあいいんだけどさぁ…",@320913 失礼いたします。自動更新設定をオフにした場合を除き、無料体験後に本会員へ移行いたします。なお、有料会員移行後に特典の利用が無い場合はキャンセルと返金を承っております。詳細は以下リンクをご参照ください。https://t.co/wdPTbEULCH HM
2928428,Let’s see how good @AmazonHelp is. Fuck calling customer service,"@810149 Oh no! Have you had a customer service issue? Without giving account details, please tell us more about your situation. We'd love to help. ^BE"
1490315,Amazonお急ぎ便、未だ届かないし、連絡もない。はっ…客舐めすぎ…。プライム解約しよう,"@466111 お待たせしており申し訳ございません。
ご注文の詳細を確認のうえご案内させていただきますので、お手数ですがリンクよりカスタマーサービスまでお問い合わせください。https://t.co/J6YEizo6qC　MH"
2290573,Anche voi quando comprate su #Amazon vi ricordate di aver dimenticato qualcosa solo il giorno prima dell'arrivo del pacco? #Buongiorno https://t.co/ephoMrQ8VT,@665359 Ti siamo vicini! 😂 ^PS https://t.co/LYYcC1KsOR
1570912,@115850  you should work on workforce in customer care department.,@484397 I'm sorry to hear that our support team was not of great help. I'll forward your feedback internally to the concerned team. ^NK
2276537,It is amazing how @115821 are caring for their customers. They never turned me down. Thank you Amazon.,@662106 Thank you for being an amazing customer! 😊 ^TH
1546049,@115821 guys don't buy products online it's a very irritating they're looting people indirectly. Defective products and no refunds.,"@182215 That's some remark! Could you elaborate on what went wrong, Ankit? ^JC"
205244,@117795 IM GONNA NEED FOR DAVID TO RETURN MY FUCKING PHONE IM ABOUT TO CRY,"@164622 I'm sorry to hear of the trouble! Without providing account information, can you please tell us a bit more about what is happening? ^ST"
2028549,@115821 oi. so i ordered a love yourself album. why did i get a skool luv affair album and a face mask?? explain urself sir https://t.co/UKJEWHcuMu,@81441 I'm sorry you receive the incorrect item. Let's review the available options here: https://t.co/aaDyEz1VgE ^SH
1526919,@AmazonHelp you hit my account 3 times... why,"@474147 Hi there! When you say we ""hit your account"" can you tell me what you mean? Please remember not to post account details. ^CN"
2471682,Si @120533 venait à ne plus exister....,"@706884 Bonjour Fabien, rencontrez-vous un souci avec une commande en cours ? ^ASZ"
2875004,@115821 @AmazonHelp @115851 Major fail today. I bought a number of products on Black Friday. Chose to take two day instead of next day delivery because I was traveling. Now I regret it. Packages didn’t make it. @115817 fail. GUARANTEED!,@397188 We appreciate you reaching out to us on Twitter. Have we missed the delivery date that was given in your order confirmation e-mail? ^GG
2814504,Third separate time AMZL has not delivered on time. @115821,"@784680 I'm sorry we've been missing the delivery dates! We'd like to know this is looked into further by our Logistics team. When you have a moment, please send order details to us through this secure link: https://t.co/dvyJ563kQn ^MV"
1210681,Echt witzig Amzaon. Kommt das jemals nochmal hier an?? @AmazonHelp @116316 https://t.co/Cg2lmmjHyl,@393058 Magst du das mal von meinen Kollegen prüfen lassen: https://t.co/va1VRoK7GS Ich habe leider keinen Einblick in dein Konto. ^DW
1739071,Our definition of two-day shipping and @115821 seems to be different. https://t.co/9G0xNBtRbW,"@524871 Tara &amp; Mike, you can find more about how shipping is calculated here: https://t.co/2Gqitxvgd0 . I hope this helps!  ^FR"
682501,"@115850 @AmazonHelp horrible customer service
Need return of panasonic led tv delivered today. Defective prod. Poor quality perf. (1/2)",@282889 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN @282889 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
223917,自分がプライム会員だったことを今知ったｗ,"@169502 恐れ入ります。プライム特典の一覧を是非ご確認いただければと思います🙏 &gt; https://t.co/AbfeovjCgG
キャンセルをご希望される場合は、こちらをご参照ください。https://t.co/wdPTbEULCH YM https://t.co/GA7jpfBFlc"
2540343,"@AmazonHelp ordered two items on Amazon, one arrived with no problems. Another is saying ""refused shipment."" How can I refuse something I never even received?",@722379 We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
2571896,When Amazon courier drives off without handing me my package. COME BACK PLSSSSS 😭😢 @AmazonHelp  #thisnotfunny,"@729312 We're here to help. To better assist, will you confirm the carrier and most recent tracking information stated here: https://t.co/dNXwBZPiM6? ^GG"
451882,"Does not ship to Northern Ireland? You have a depot down the road from my house, we are in the UK, how is this so difficult? @AmazonHelp https://t.co/2wEVRHwYgO",@196235 I'm sorry for the inconvenience! Certain items are unable to be shipped to addressed outside of mainland UK or those containing a postcode that includes an island. You can find more information here: https://t.co/IyeV7kDeha ^JP
1293049,@115821 @115817 HOW DO I FILE A CLAIM FOR A STOLEN PACKAGE? YOUR CUSTOMER SERVICE IS SEVERELY LACKING. #dissatisfiedcustomer ☠️,"@422384 Oh no! I'm terribly sorry to hear this, Penny. When you contacted customer service, what information did we provide? ^JD"
1428954,@AmazonHelp (cont) already been dispatched 😢😢😢,"@127387 Hi, what's the estimated delivery date of the order that hasn't been dispatched? ^JJ"
1114903,"@AmazonHelp renvoyer mon colis est normal, cmt obtenir un geste commercial pour l'attente et le dérangement ? #serviceclient #GafaTuFaisQuoi","@383100 Bonjour, pouvez-vous m'expliquer davantage votre problème ? 
^ARC"
1343565,Shameless @115850 . sitting over my money .not refunded over 1 month .making nonsense story. Great customer harrasment service @115851,"@433354 Apologies for the delay in refund, Kajal. Could you please let us know what went wrong? We'd like to look into it. ^HD"
2924446,"Yoooo @AmazonHelp, why was my prime delivery changed from today to FRIDAY? And at the last second too. I was counting on that delivery for something.",@230664 I'm sorry for the frustration! Did we notify you for the reason of the delay? ^JP
2789079,@115830 your delivery driver just did a 3 point turn in the middle of my lawn! Serious damage.,"@778526 Hello Dan, we would like to look into this with you. If you could fill out the form located here: https://t.co/RHUI1ew188 with some additional details, we will have a a team member reach out to assist you further. ^TE"
964336,@AmazonHelp pre-ordered signed copy of #PhilipPullman's #BookOfDust in August. Now saying delayed.  When will it come? Am eager to read it!,@348892 I'm sorry for the delay! Correspondence about your orders can be found here in the Message Center: https://t.co/67zoAjC2at ^BV
2406921,@119625 Is service down? I am getting this message (ref:screenshot attached) https://t.co/UxRGUk7rod,"@692196 Apologies, Archish. Please report this to our support team here: https://t.co/eSItkOtvNd and we'll have this checked. ^NK"
78710,@115850 Did not receive the refund even after 9 days. https://t.co/NMxpIQx3yL,"@133557 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP @133557 The refund on the order is usually processed once the return reaches its origin. However, we'd like to check this and assist, please reach out to us, here: https://t.co/vlvfJr4nN9. (1/2) ^YP"
363987,ok i got an email saying payment declined but the money has left my account what is the truth @115821,"@202265 I'm sorry for the trouble with the order! What site did you use to order? Was it https://t.co/nUUp5MLhYl, .co.uk or another? ^TG"
826252,Wooooow mi tv ya tiene la app de @116618,@316807 😀 ¡Qué emoción! ¿Ya comenzaste a ver series? 😊 ^JQ
2584193,"hey @115821 @AmazonHelp, I need a phone call to resolved several issues w/ my order. Can't find phone info on your site. Please advise.",@732301 I'm sorry for the trouble! You can reach out to us via phone here: https://t.co/hApLpMlfHN ^JP
1441881,Amazon雑ですよ。 https://t.co/JozfXTXLEy,@454535 ご迷惑おかけしております。商品が破損している場合には、下記URLより交換や返品のお手続きが可能です。よろしければお手続きください。https://t.co/l45aztW3I1  出品者が発送する商品の場合には、直接出品者にご相談ください。 SM
1102818,"@AmazonHelp bonjour. comme beaucoup, erreur d'accès liée à certificat de sécurité invalide. merci de bien vouloir rectifier !",@380237 Merci de nous l'avoir signaler ^SN
2772358,@116316 Ich kann den Appstore nicht starten. Ich komme nicht bei der Auswahl des Standorts weiter. https://t.co/Twx0JWUlt9,@774910 Komisch. Versuch mal bitte eine Neuinstallation der App. Klappt es dann? ^MF
1032731,Amazonから不在票が入ってたんだけど私何も注文してないと思う…なんなんこれ。。。,@364356 Amazonです。お知り合いの方からの贈り物の可能性もございますが、問題が解決されない場合はお手数ですが文末のリンクよりカスタマーサービスへお問い合わせください。https://t.co/J6YEizo6qC SK
1521866,Amazon での表示がぼちぼち固まるな．．．,"@473010 ご不便をおかけしております。
お手数ですが、一度ブラウザのキャッシュ削除や再起動をお試しいただければと存じます。また、別ブラウザやモバイルサイトにて同様の症状が発生するのか、ご確認くださいませ。TY"
675212,@115850 what kind of delivery agents and customer service guys do you hire ..... services hitting rock bottom. Don't harrow a customer pl,@281033 Could you tell me what went wrong so that we can assist you accordingly. ^SP
1275035,@117086 Quando vem Alexa pra cá ? Já estão acontecendo testes? Eu tenho muito interesse em desenvolver Skills para o público nacional,"@418463 Olá David! No momento não temos essas informações, por isso recomendamos ficar pendente do nosso site e redes sociais. ^HC"
50749,@115850 thanks for 5180770843835. Will never forget this... will buy my next product from a roadside vendor but #amazon ever...go to hell,"@127384 Apologies for any ordeal. Could you let us know what went wrong? We'd like to look into it. 1/2 ^HD @127384 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD"
129713,@AmazonHelp I completely give up your new in android app chat support is useless and the agents are rude,"@145244 Oh no! That's not the experience we want you to have! Without posting personal/account information, can you tell us more about the issue? What options have we been able to provide so far? ^BN"
2811389,Is this digital india where amazon. In is refusing to give me refund of my Amazon pay balance to my bank A/C quoting policy @137848,"@783984 I understand your concern. However, amazon pay balaance cannot be refunded once added to your amazon account. ^NR"
380115,"@115850 @115851 Why Amazon India sites works in two different ways? When the products displayed on the site it shows Free Shipping Charges but, after Purchasing in the Invoice Shipping Charges included and charged as per. Is it an error or done Purposefully by Amazon India? https://t.co/iQL7XChMli","@206170 Also, please don't provide your order/account details as we consider them to be personal information. ^HK @206170 We'd like to take a closer look, Nitin. Kindly connect with us here: https://t.co/vlvfJr4nN9 and we'll check. ^HK"
2227045,@115821 so much for guranteed prime delivery. #amazonprime,"@650076 Sorry! Some items take longer to process than others. For more info on shipping times, visit us here: https://t.co/Y1NBTDwapr ^TK"
2490608,Ya estas aquí te esperaba con ansias 😃 @96738 @116928 #Colombia https://t.co/9AGonThfQ8,"@711140 Hola Jeff, ¡que alegría que ya te llegaron! Cuéntanos, ¿qué es lo que más te gusta de este manga? 😍✨^FZ https://t.co/KqhYrxJygE"
2889368,"@AmazonHelp Oi Amazon, só pra elogiar o trabalho dos atendentes de vocês. Amo vocês. ♥️","@801100 Ownt, Lucas! Amamos você também! ❤ ^DA"
1108256,"@115850 care to explain when can I expect the delivery. I am following since yesterday and was told by mistake it is showing delivered &amp; will be delivered before cob 8th. Is not cob over today? 
#pathetic #service #Amazon https://t.co/L9YIQ66ZzO","@381555 Sorry you had issues with the delivery of your order, please contact us here: https://t.co/rS49hgaADF (1/2)^SU @381555 so that we can assist you accordingly. (2/2)^SU"
1071150,"@AmazonHelp hey, my order was going to deliver, I even got the early ship notification, now it's gone. I can't get my order back https://t.co/4lnYh9g5iG","@372770 Oh no! Sorry about this, Gary! You can find some info on reasons for canceled orders here: https://t.co/FEx7W8s03v ^AD"
2797209,Hey @115821 @AmazonHelp  can y’all help me understand why my prime items are gonna 4 days to get to me instead of the 2 days that I selected ?  Please 😔,"@780489 I'm sorry for the trouble! Prime Two-Day shipping refers to transit time, in business days, once your order has shipped. Some orders require additional processing time. Learn more about how shipping is calculated here: https://t.co/ReuIZ3zURi 
 ^LR"
909499,Hello @AmazonHelp there is a problem with my account I can't continue to check out https://t.co/iW4UNKgxmQ,@336032 I'm sorry for the trouble! Have you tried backing out and then going through check out again? Or using a web browser? ^DW
2553958,"Waited 1hour to buy Redmi ,somehow added to the cart but COD not available! i dont have  digital payment facility, plz enable my COD service @115850",@531851 I'm sorry that you are unable to place an order using COD mode. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD
1401321,@117795 is HORRIBLE!!!!! Never order anything from this establishment EVER!!!! Second time in a row I’ve had a problem w/ them!!!!,"@445825 I'm sorry for the poor experience you've had. Without providing personal details, can you let us know what's happening? ^FD"
2927727,"@115821 keeping it classy @129622

Amazon Delivery Driver

Be careful of this Amazon delivery driver.  Delivered our package, but came back and tried to steal the package after she marked it as delivered.  https://t.co/BFby54Zdqu","@809989 We'd like to have a look into this further. When you have a moment, please send us details about this order here: https://t.co/53ItqgLlsL ^SY"
1516023,"@AmazonHelp Bonjour, bientôt l'iPhone X sur Amazon ? :)","@471741 Bonsoir, nous n'avons actuellement aucune information concernant cela. ^MA"
600271,@115830 really annoying Mr at this stage can't get a single issue resolved. Can I please have a contact number for customer service in Ireland,@262359 We definitely don't want to disappoint you. You can contact us via phone by using this link: https://t.co/JzP7hlA23B ^KB
2105727,"I just ordered a giraffe onesie for my wife on @117795, best day ever.",@621518 A giraffe onesie!? We'd like to say you're the best gift giver around!^EP
1403358,"Thanks @115821, for just not sending me the stuff I ordered and deleting all shipping info 🤷🏻‍♀️✌🏻",@446277 Sorry to hear this! Have you gotten any e-mails about the order? Please let us know- we're here to help. ^BL
2859820,"Dear @115830 can you educate your delivery driver on what ‘handed to resident’ means please? 
Had I not got out of bed to check the noise downstairs, these items would’ve likely been stolen from my doorstep #cybermonday https://t.co/8UTr26eDVq",@794705 I'm so sorry for the misinformation. Please reach out to us here: https://t.co/JzP7hlA23B to provide us with courier feedback. This will go directly to our Transportation team for review. ^JO
2131806,"@115850
1/3
Ordered MotoG5sPlus(ORDER:407-4658599-3131546),AfterOrderRequested for ColorChange, ur exective told 2 exchange after delivery","@627378 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^VH @627378 I'd like to have a closer look at this. Kindly fill this form: https://t.co/GIJyeYqKE0 and I'll contact you soon. (1/2)^VH"
1759067,@115850 need help regarding order number 402-57538965553954,"@529492 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2 ^CB @529492 Kindly let us know, how can we help you. We'll do our best to make things right for you. 1/2 ^CB"
2733914,@115850 is there is any  way to get free prime membership for some days........,"@766283 Prime membership was available for one-month free trial as a introductory offer. However, from October 31st prime membership is available only for Rs.999/- ^PR"
218883,"@117795 Stop charging my card, I don’t have a membership.",@168192 I'm sorry for the unexpected charge. You can view and cancel your Prime membership here: https://t.co/uVEjRFJ09K ^AG
1771819,"@115830 I have preordered the Taylor Swift Reputation magazines. Will they definitely arrive on the 10th? I cant afford to buy the album again if not, and it’s not on streaming services until the week after. Also I go back to uni on Monday.",@532567 Thanks for reaching out! We aim to meet the delivery date provided at checkout. Keep us posted! ^BL
1267628,"@115850 damaged product on arrival. Courier refused to return. Declined delivery, glad it was #COD. Posted review and #AmazondDecline ?🤔🤔🤫 https://t.co/kutfIhsKtn",@240244 guidelines here: https://t.co/NL0u2rPBfv. 2/2 ^SB @240244 Apologies on receiving a damaged item. For posting a review you may refer the review 1/2 ^SB
348541,@115850 playing hide and seek. take a order and reject the order.,@198968 Apologies for the trouble Could you please let us know if your order cancelled? ^SB
232193,"@AmazonHelp ur things rate with paking charge most heavy rate in market prize,,","@171280 and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. (2/2)^HR @171280 Pricing and offers are decision of the sellers. The constantly changing marketplace(1/2)^HR"
375828,Prolly shoulda used better judgement on a Sunday delivery from @115821 but I PAID THE SHIPPING COST. WHERE'S MY STUFF??,@205132 I'm so sorry for the wait. Did you receive any notification of a change in delivery date? ^DO
2856702,@115821 your logistics already shaky parcels promised by 8 not arrived how’s it going to be as we move towards Xmas??,"@793996 Oh no, Bob! I hate to hear your items didn't arrive! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^MT"
1642024,"@AmazonHelp I'm getting an error message when i try to get a replacement on a damaged product, any reason why?",@501945 I'm sorry to hear this is happening. What does the error message say? ^AY
2742911,Amazon said my package would be here today. However I just checked and now it's saying tomorrow 😒lol I need my shit,@768307 Sorry to hear about the delay. What is the shipping status showing as in the order details page found here:  https://t.co/Y5jpI9gRhE ^CH
130810,Amazonで何も頼んでないし、いきなり法的手続きとかおかしいよね？？詐欺？誰か教えとくれぇ https://t.co/l34naAJKgH,@145533 そちらのメールは、Amazonから送信しているものではございません。返信や電話などせず、破棄いただくことをお勧めいたします。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/nflt0bp69q EK
2135650,@115850  I need to transfer money from Amazon pay to my bank account. Kindly help me..,@481180 for more information regarding this. 2/2 ^NK @481180 I'm afraid the Amazon pay balance cannot be transferred to your bank account. You may refer: https://t.co/jTRDpqC6sp 1/2^NK
2863507,"@115821 @AmazonHelp So... why does this monitor show up @ $214.99 but whenever I try to add it to my cart, it says not available and all the other sellers want $300+? https://t.co/kHUnzTqCDG
(really want this monitor for the sale price on your Black Friday page...)","@795400 Thanks for making us aware, Travis! We located the LG 34"" Monitor for $314.99. Can you provide a screenshot of the listing priced at $214.99? We'd love to look into this for you. ^SH"
2621008,"C’mon @115830, where is my parcel. I always get my deliveries in the morning! 📦",@200655 Sorry for the wait! Does your tracking show out for delivery: https://t.co/aaDyEz1VgE ? ^BG
1655118,"@115821 You know, it's OK that my next day delivery for today isn't here, but not updating with honest time frames is kinda crappy.","@505121 Oh no, Jason! What does tracking currently reflect? Please check here: https://t.co/cO0Rv4gJH1 ^BE"
685695,@AmazonHelp How do I get you to try sending me an ebook I bought but doesn't appear on my content &amp; devices list? I have the order # but no way to retrieve the book.,@283682 I am sorry to hear this Terri. Can you please reach out to us using the link below so we can investigate this for you: https://t.co/hApLpMlfHN ^GA
75988,Seriously !! What the fuck is the point of @115830 prime !!!,@133007 We'd like to try to help in any way we can. Will you please tell us more about what's going on? Do you need help with a current order?  ^SC
678300,@115821 I added my amount to the amazon pay and when i tries to checkout it add more than the total money. No way find where it justify the extra amount added. I need my amazon pay balance return to my account. Tell me the way.Its just a fake way to add money to account.,@281822 Apologies you had the problem with adding money to pay balance. You may reach out to support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB
